基金名称,基金代码,基金规模,近1月,近3月,近6月,近1年,近3年,成立来,基金经理,任职时间,任期收益,总任职时间
易方达纳斯达克100人民币,161130,1.49亿元（2019-12-31）,-8.12%,2.02%,7.06%,23.44%,--,46.09%,成曦/范冰,1年又209天,16.54%,3年又305天/2年又348天
交银中证海外中国互联网指数,164906,12.65亿元（2019-12-31）,0.00%,8.42%,16.35%,10.88%,34.47%,41.60%,蔡铮,4年又286天,41.60%,7年又72天
易方达标普500指数人民币,161125,2.31亿元（2019-12-31）,-10.02%,-4.87%,-0.96%,11.37%,27.77%,32.78%,刘树荣/范冰,1年又209天,8.91%,2年又233天/2年又348天
易标普生物科技人民币,161127,0.76亿元（2019-12-31）,-4.11%,-2.40%,11.35%,4.41%,24.13%,37.18%,刘树荣/范冰,1年又209天,-2.65%,2年又233天/2年又348天
易方达标普医疗保健人民币,161126,0.37亿元（2019-12-31）,-6.90%,-4.01%,4.41%,10.03%,26.49%,36.04%,刘树荣/范冰,1年又209天,8.81%,2年又233天/2年又348天
上投富时发达市场REITs,005613,2.86亿元（2019-12-31）,-5.57%,-5.20%,-5.23%,6.77%,--,23.50%,施虓文,1年又316天,23.50%,3年又49天
南方金砖四国指数(QDII),160121,0.85亿元（2019-12-31）,-3.80%,1.02%,4.02%,5.31%,30.80%,21.23%,黄亮,9年又91天,21.23%,10年又256天
广发美国房地产指数,000179,1.54亿元（2019-12-31）,-5.14%,-4.34%,-4.26%,9.39%,12.32%,71.03%,刘杰,1年又169天,10.34%,5年又342天
易方达中证海外联接人民币A,006327,1.29亿元（2019-12-31）,-1.52%,8.67%,15.54%,13.43%,--,15.78%,范冰/余海燕,1年又49天,15.78%,2年又348天/8年又113天
易方达中证海外联接人民币C,006328,0.23亿元（2019-12-31）,-1.55%,8.58%,15.34%,12.88%,--,14.74%,范冰/余海燕,1年又49天,14.74%,2年又348天/8年又113天
长信标普100等权重指数,519981,0.31亿元（2019-12-31）,-9.34%,-7.03%,-4.75%,3.97%,12.50%,93.96%,傅瑶纯/杨帆,65天,-8.44%,65天/2年又323天
南方道琼斯美国精选A,160140,0.49亿元（2019-12-31）,-5.73%,-5.55%,-5.90%,6.57%,--,13.71%,黄亮,2年又133天,13.71%,10年又256天
广发生物科技指数(QDII),001092,1.61亿元（2019-12-31）,-2.84%,-1.26%,13.15%,7.68%,15.54%,9.30%,刘杰,1年又169天,-0.55%,5年又342天
华安德国30(DAX)联接,000614,3.98亿元（2019-12-31）,-10.60%,-9.18%,-3.29%,1.30%,-1.18%,8.80%,倪斌,1年又161天,-8.19%,1年又179天
南方道琼斯美国精选C,160141,0.41亿元（2019-12-31）,-5.76%,-5.65%,-6.09%,6.11%,--,12.59%,黄亮,2年又133天,12.59%,10年又256天
招商标普金砖四国指数,161714,0.17亿元（2019-12-31）,-5.46%,-2.90%,0.58%,1.37%,23.25%,3.90%,白海峰,3年又120天,29.07%,3年又299天
中银标普全球资源等权重指数,000049,0.11亿元（2019-12-31）,-10.74%,-9.22%,-8.48%,-5.59%,0.40%,1.40%,陈学林,6年又355天,1.40%,6年又355天
广发恒生中国企业(QDII)C,006779,0.02亿元（2019-12-31）,1.14%,2.28%,1.30%,--,--,-1.88%,刘杰/李耀柱,303天,3.61%,5年又342天/4年又82天
广发恒生中国企业(QDII)A,006778,0.17亿元（2019-12-31）,1.17%,2.34%,1.16%,--,--,-2.47%,刘杰/李耀柱,303天,2.96%,5年又342天/4年又82天
华安标普全球石油指数,160416,2.07亿元（2019-12-31）,-15.16%,-16.45%,-15.34%,-17.78%,-14.64%,-13.95%,倪斌,1年又161天,-28.13%,1年又179天
广发道琼斯石油指数人民币C,004243,0.42亿元（2019-12-31）,-21.83%,-23.69%,-22.84%,-29.44%,-32.24%,-32.25%,刘杰,330天,-33.71%,5年又342天
建信富时100指数(QDII)人民币A,539003,0.23亿元（2019-12-31）,-6.96%,-10.50%,-6.82%,-7.90%,-3.31%,-17.97%,李博涵,2年又31天,-7.37%,6年又216天
广发道琼斯石油指数人民币A,162719,0.43亿元（2019-12-31）,-21.80%,-23.74%,-23.00%,-29.63%,-32.98%,-32.99%,刘杰,330天,-33.90%,5年又342天
建信富时100指数(QDII)人民币C,008706,--亿元（--）,-6.98%,--,--,--,--,-11.71%,李博涵,57天,-11.71%,6年又216天
广发纳斯达克100美元现汇C,006480,1.33亿元（2019-12-31）,-8.01%,3.13%,8.86%,19.15%,--,21.60%,刘杰,330天,11.70%,5年又342天
广发纳斯达克100美元现汇A,000055,21.12亿元（2019-12-31）,-8.00%,3.20%,9.00%,19.60%,58.38%,104.59%,刘杰,330天,12.06%,5年又342天
华安纳斯达克100指数现汇,040048,2.88亿元（2019-12-31）,-6.49%,4.67%,10.28%,20.95%,57.74%,139.43%,倪斌,1年又161天,14.18%,1年又179天
华宝标普油气上游股票人民币C,007844,43.67亿元（2019-12-31）,-24.45%,--,--,--,--,-32.66%,周晶,52天,-32.66%,6年又264天
华安纳斯达克100指数现钞,040047,2.88亿元（2019-12-31）,-6.49%,4.67%,10.28%,20.95%,57.74%,139.43%,倪斌,1年又161天,14.18%,1年又179天
广发全球医疗保健美元,000370,2.54亿元（2019-12-31）,-5.14%,-0.30%,7.96%,8.81%,28.82%,59.32%,刘杰,1年又169天,7.62%,5年又342天
华宝标普油气上游股票人民币A,162411,43.67亿元（2019-12-31）,-24.42%,-27.58%,-33.71%,-47.54%,-58.94%,-73.35%,周晶,5年又172天,-77.43%,6年又264天
华宝标普美国消费美元,002423,3.15亿元（2019-12-31）,-9.64%,-3.52%,-4.92%,4.47%,31.48%,44.19%,周晶,3年又355天,44.19%,6年又264天
易标普生物科技美元汇,003720,0.76亿元（2019-12-31）,-3.51%,-0.80%,13.69%,0.82%,23.25%,36.44%,刘树荣/范冰,1年又209天,-3.70%,2年又233天/2年又348天
易方达标普医疗保健美元汇,003719,0.37亿元（2019-12-31）,-6.35%,-2.49%,6.58%,6.23%,25.56%,35.36%,刘树荣/范冰,1年又209天,7.57%,2年又233天/2年又348天
易方达纳斯达克100美元汇,003722,1.49亿元（2019-12-31）,-7.55%,3.64%,9.29%,19.13%,--,43.59%,成曦/范冰,1年又209天,15.22%,3年又305天/2年又348天
易方达标普消费品指数美元现汇A,000593,0.52亿元（2019-12-31）,-9.33%,-4.39%,0.15%,1.61%,27.08%,16.18%,范冰/张胜记,2年又348天,22.72%,2年又348天/9年又346天
易标普信息科技美元汇,003721,2.40亿元（2019-12-31）,-9.56%,3.13%,9.35%,25.40%,69.32%,77.50%,刘树荣/范冰,1年又209天,22.07%,2年又233天/2年又348天
上投富时发达市场REITs美钞,005614,2.86亿元（2019-12-31）,-5.02%,-3.68%,-3.26%,3.07%,--,12.24%,施虓文,1年又316天,12.24%,3年又49天
上投富时发达市场REITs美汇,005615,2.86亿元（2019-12-31）,-5.02%,-3.68%,-3.26%,3.07%,--,12.24%,施虓文,1年又316天,12.24%,3年又49天
易方达标普500指数美元汇,003718,2.31亿元（2019-12-31）,-9.47%,-3.34%,1.11%,7.53%,26.86%,31.57%,刘树荣/范冰,1年又209天,7.65%,2年又233天/2年又348天
广发生物科技指数美元,001093,1.61亿元（2019-12-31）,-2.23%,0.32%,15.55%,3.96%,14.71%,-3.31%,刘杰,1年又169天,-1.81%,5年又342天
广发美国房地产指数现汇,000180,1.54亿元（2019-12-31）,-4.54%,-2.80%,-2.26%,5.61%,11.53%,52.35%,刘杰,1年又169天,8.93%,5年又342天
易方达中证海外联接美元C,006330,0.23亿元（2019-12-31）,-0.96%,10.35%,17.74%,8.97%,--,11.84%,范冰/余海燕,1年又49天,11.84%,2年又348天/8年又113天
易方达中证海外联接美元A,006329,1.29亿元（2019-12-31）,-0.95%,10.39%,17.96%,9.52%,--,12.86%,范冰/余海燕,1年又49天,12.86%,2年又348天/8年又113天
建信富时100指数(QDII)美元现汇C,008708,--亿元（--）,-6.43%,--,--,--,--,-11.74%,李博涵,57天,-11.74%,6年又216天
华宝标普油气上游股票美元A,001481,43.67亿元（2019-12-31）,-23.96%,-26.44%,-32.28%,-49.34%,-59.24%,-68.00%,周晶,4年又264天,-68.00%,6年又264天
广发道琼斯石油指数美元现汇C,006680,0.42亿元（2019-12-31）,-21.35%,-22.48%,-21.23%,-31.89%,--,-31.02%,刘杰,330天,-35.83%,5年又342天
广发道琼斯石油指数美元现汇A,006679,0.43亿元（2019-12-31）,-21.27%,-22.47%,-21.34%,-32.02%,--,-31.15%,刘杰,330天,-35.94%,5年又342天
建信富时100指数(QDII)美元现汇A,008707,--亿元（--）,-6.38%,--,--,--,--,-12.13%,李博涵,57天,-12.13%,6年又216天
