基金名称,基金代码,基金规模,近1月,近3月,近6月,近1年,近3年,成立来,基金经理,任职时间,任期收益,总任职时间
工银养老2050混合(FOF),006886,0.90亿元（2019-12-31）,8.59%,13.63%,11.43%,--,--,17.18%,黄惠宇,345天,17.37%,1年又128天
博时颐泽稳健养老(FOF)A,007070,6.24亿元（2019-12-31）,0.98%,3.76%,4.61%,--,--,4.58%,魏凤春,353天,4.55%,2年又106天
建信优享稳健养老(FOF),006581,8.82亿元（2019-12-31）,2.37%,4.86%,5.38%,8.08%,--,8.92%,梁珉,1年又36天,8.72%,2年又126天
中融量化精选(FOF)C,005759,0.13亿元（2019-12-31）,1.09%,5.02%,4.14%,5.41%,--,6.71%,哈图,1年又308天,6.66%,1年又308天
博时颐泽稳健养老(FOF)C,007071,1.82亿元（2019-12-31）,0.95%,3.62%,4.35%,--,--,4.08%,魏凤春,353天,4.05%,2年又106天
广发稳健养老(FOF),006298,3.78亿元（2019-12-31）,2.41%,4.10%,4.49%,7.73%,--,10.19%,陆靖昶,1年又73天,10.00%,1年又73天
富国鑫旺稳健养老(FOF),006297,3.70亿元（2019-12-31）,1.82%,3.43%,4.17%,7.57%,--,8.86%,张子炎,270天,6.55%,281天
华夏养老2045(FOF)A,006620,4.57亿元（2019-12-31）,8.76%,17.12%,17.98%,--,--,23.40%,李铧汶/许利明,333天,23.85%,4年又114天/5年又194天
汇添富养老2040五年持有混合(FOF),007059,5.38亿元（2019-12-31）,7.22%,10.00%,11.41%,--,--,18.50%,蔡健林,313天,18.94%,1年又71天
华夏聚丰混合(FOF)A,005957,0.01亿元（2019-12-31）,0.91%,0.55%,0.70%,1.81%,--,2.69%,郑铮,1年又136天,2.60%,2年又125天
华夏养老2035(FOF)A,006622,2.80亿元（2019-12-31）,6.23%,6.31%,7.00%,--,--,8.13%,李铧汶/许利明,318天,8.10%,4年又114天/5年又194天
华夏养老2045(FOF)C,006621,0.32亿元（2019-12-31）,8.73%,17.00%,17.76%,--,--,22.96%,李铧汶/许利明,333天,23.40%,4年又114天/5年又194天
银华尊和养老2035混合(FOF),006305,2.50亿元（2019-12-31）,6.76%,9.36%,11.10%,16.46%,--,18.72%,熊侃/肖侃宁,1年又85天,18.86%,1年又85天/3年又30天
华夏养老2035(FOF)C,006623,0.11亿元（2019-12-31）,6.20%,6.21%,6.79%,--,--,7.76%,李铧汶/许利明,318天,7.73%,4年又114天/5年又194天
华夏养老2050五年(FOF),006891,0.42亿元（2019-12-31）,6.65%,11.22%,12.83%,--,--,22.92%,李铧汶/许利明,347天,23.09%,4年又114天/5年又194天
中银养老一年定开(FOF),006303,4.61亿元（2019-12-31）,2.31%,4.59%,6.11%,--,--,8.20%,石婧,304天,8.20%,304天
招商和悦稳健养老(FOF)C,006862,3.59亿元（2019-12-31）,2.77%,7.41%,8.19%,--,--,11.34%,章鸽武,316天,11.52%,316天
南方合顺多资产(FOF)C,005980,0.06亿元（2019-12-31）,7.37%,12.07%,14.07%,18.67%,--,19.12%,夏莹莹,1年又50天,19.08%,2年又118天
博时颐泽平衡养老(FOF),007649,1.26亿元（2019-12-31）,4.90%,5.07%,5.42%,--,--,5.45%,魏凤春,192天,5.39%,2年又106天
华安养老2030三年(FOF),006575,2.71亿元（2019-12-31）,4.39%,6.26%,6.43%,--,--,8.30%,杨志远/何移直,316天,8.02%,316天/316天
易方达汇诚养老2043混合(FOF),006292,2.84亿元（2019-12-31）,4.05%,6.63%,7.49%,12.57%,--,14.86%,汪玲,1年又72天,14.73%,1年又72天
工银养老2040(FOF),007650,0.27亿元（2019-12-31）,7.21%,11.88%,--,--,--,12.07%,蒋华安,172天,12.28%,1年又128天
景顺稳健养老目标三年混合(FOF),007272,0.75亿元（2019-12-31）,3.58%,4.55%,--,--,--,4.17%,薛显志,163天,4.01%,2年又315天
农银养老2035混合(FOF),007407,1.59亿元（2019-12-31）,6.12%,9.24%,9.11%,--,--,9.46%,杨鹏,192天,9.55%,192天
银华尊尚稳健养老混合(FOF),007310,0.11亿元（2019-12-31）,4.75%,5.80%,6.53%,--,--,6.94%,熊侃/肖侃宁,206天,6.92%,1年又85天/3年又30天
天弘养老2035三年(FOF),007748,1.10亿元（2019-12-31）,4.08%,4.03%,--,--,--,3.42%,戴险峰,170天,3.42%,1年又109天
嘉实养老2030混合(FOF),006245,2.23亿元（2019-12-31）,6.84%,11.39%,11.60%,--,--,15.39%,郑科,215天,15.45%,1年又2天
银华尊和养老2040混合(FOF),007780,0.11亿元（2019-12-31）,8.12%,10.44%,11.32%,--,--,11.62%,熊侃/肖侃宁,204天,11.94%,1年又85天/3年又30天
招商和悦稳健养老(FOF)A,006861,5.21亿元（2019-12-31）,2.80%,7.54%,8.46%,--,--,11.82%,章鸽武,316天,12.00%,316天
易方达汇诚养老2033(FOF),006859,0.11亿元（2019-12-31）,3.20%,4.05%,4.49%,--,--,6.68%,汪玲,312天,6.53%,1年又72天
银华尊和养老2030混合(FOF),007779,0.15亿元（2019-12-31）,5.99%,6.59%,7.14%,--,--,7.43%,熊侃/肖侃宁,204天,7.45%,1年又85天/3年又30天
上投摩根锦程养老三年(FOF),007221,2.14亿元（2019-12-31）,4.45%,8.92%,9.14%,--,--,9.14%,杜习杰,187天,8.82%,187天
大成养老2040(FOF)C,007298,0.23亿元（2019-12-31）,7.83%,12.20%,14.36%,--,--,20.75%,尚琼,254天,21.03%,254天
南方稳健养老(FOF)A,007159,4.02亿元（2019-12-31）,1.70%,2.63%,2.96%,--,--,5.78%,黄俊,302天,5.63%,3年又222天
长信颐天平衡养老(FOF)C,006873,0.45亿元（2019-12-31）,4.50%,4.89%,--,--,--,5.11%,朱轶伦,163天,4.95%,2年又172天
中欧预见养老2050五年持有(FOF)C,007242,0.00亿元（2019-12-31）,7.54%,11.60%,14.25%,--,--,20.31%,桑磊,302天,20.04%,1年又149天
南方稳健养老(FOF)C,007160,1.05亿元（2019-12-31）,1.67%,2.52%,2.75%,--,--,5.43%,黄俊,302天,5.29%,3年又222天
中欧预见养老2050五年持有(FOF)A,007241,0.15亿元（2019-12-31）,7.58%,11.70%,14.44%,--,--,19.94%,桑磊,302天,19.66%,1年又149天
兴业养老2035(FOF)A,006894,2.18亿元（2019-12-31）,5.00%,7.27%,6.72%,--,--,7.42%,朱天竑,306天,7.49%,306天
平安养老2035(FOF)C,007239,0.84亿元（2019-12-31）,6.57%,11.53%,13.59%,--,--,16.08%,高莺/张文君,261天,16.18%,261天/262天
国泰民安养老2040(FOF),007231,2.18亿元（2019-12-31）,5.01%,7.55%,8.32%,--,--,10.39%,周珞晏/邓时锋,197天,8.82%,197天/10年又216天
广发养老2050混合(FOF),007250,0.14亿元（2019-12-31）,5.17%,6.59%,5.33%,--,--,8.31%,陆靖昶,316天,8.20%,1年又73天
嘉实养老2050混合(FOF),007188,0.14亿元（2019-12-31）,8.19%,13.38%,14.23%,--,--,23.95%,郑科,317天,23.98%,1年又2天
前海开源康颐平衡养老三年(FOF),007638,0.58亿元（2019-11-13）,4.53%,1.44%,--,--,--,1.43%,杨德龙,115天,0.84%,6年又129天
华宝稳健养老(FOF),007255,0.27亿元（2019-12-31）,1.71%,4.12%,4.10%,--,--,5.75%,刘翀,317天,5.75%,317天
鹏华长乐稳健养老混合(FOF),007273,0.10亿元（2019-12-31）,2.15%,3.94%,4.82%,--,--,5.62%,焦文龙,320天,5.74%,2年又305天
汇添富养老2050混合(FOF),007060,0.17亿元（2019-12-31）,7.84%,10.57%,11.65%,--,--,18.33%,蔡健林,295天,18.80%,1年又71天
浦银颐和稳健养老一年(FOF)A,007401,9.06亿元（2019-11-26）,0.92%,1.88%,--,--,--,1.90%,王爽,102天,1.82%,102天
易方达汇智稳健养老混合(FOF),007247,15.88亿元（2019-11-05）,1.71%,2.34%,--,--,--,2.45%,汪玲/杨培鸿,109天,2.36%,1年又72天/123天
大成养老2040(FOF)A,007297,2.30亿元（2019-12-31）,7.87%,12.31%,14.58%,--,--,21.08%,尚琼,254天,21.36%,254天
易方达汇诚养老2038(FOF),006860,0.12亿元（2019-12-31）,2.76%,6.39%,8.29%,--,--,12.02%,汪玲,312天,11.81%,1年又72天
长信颐天平衡养老(FOF)A,006872,1.94亿元（2019-12-31）,4.52%,4.93%,--,--,--,5.16%,朱轶伦,163天,4.99%,2年又172天
工银养老2045三年持有混合(FOF),007651,0.51亿元（2020-01-21）,5.96%,--,--,--,--,4.13%,蒋华安,46天,4.57%,1年又128天
浦银颐和稳健养老一年(FOF)C,007402,0.61亿元（2019-11-26）,0.89%,1.77%,--,--,--,1.79%,王爽,102天,1.71%,102天
广发锐意进取3个月持有混合(FOF),007904,0.41亿元（2019-11-27）,2.93%,4.66%,--,--,--,4.66%,陆靖昶,101天,4.51%,1年又73天
平安养老2035(FOF)A,007238,2.89亿元（2019-12-31）,6.60%,11.60%,13.74%,--,--,16.29%,高莺/张文君,261天,16.38%,261天/262天
万家平衡养老目标三年(FOF),007232,0.11亿元（2019-12-31）,5.46%,7.29%,8.02%,--,--,11.53%,徐朝贞,320天,11.19%,1年又85天
南方养老2030三年(FOF),007661,1.04亿元（2019-12-03）,3.95%,3.37%,--,--,--,3.37%,鲁炳良,95天,3.16%,1年又77天
泰达养老2040三年持有混合(FOF)C,007694,0.01亿元（2020-02-27）,--,--,--,--,--,0.00%,王建钦,9天,0.00%,1年又134天
海富通养老混合(FOF),007090,1.00亿元（2019-12-31）,2.77%,4.71%,4.84%,--,--,7.84%,朱赟/姜萍,180天,3.45%,180天/2年又113天
平安盈丰三个月持有混合(FOF)A,008461,0.22亿元（2019-12-27）,8.87%,--,--,--,--,4.99%,代宏坤,71天,5.32%,71天
交银安享稳健养老一年(FOF),006880,24.26亿元（2019-12-31）,2.52%,3.73%,4.57%,--,--,6.52%,杨喆,282天,6.37%,282天
泰达养老2040三年持有混合(FOF)E,007695,0.00亿元（2020-02-27）,--,--,--,--,--,0.00%,王建钦,9天,0.00%,1年又134天
广发均衡养老三年持有混合(FOF),007249,3.71亿元（2019-12-31）,4.87%,5.07%,--,--,--,4.90%,陆靖昶,165天,4.76%,1年又73天
鹏华养老2045混合(FOF),007271,0.50亿元（2019-12-31）,7.07%,12.58%,15.01%,--,--,15.18%,赵强/焦文龙,320天,15.34%,320天/2年又305天
华夏稳健养老一年(FOF),007652,0.27亿元（2019-11-26）,2.46%,4.39%,--,--,--,4.40%,李铧汶,102天,4.40%,4年又114天
泰达养老2040三年持有混合(FOF)A,007688,0.12亿元（2020-02-27）,--,--,--,--,--,0.00%,王建钦,9天,0.00%,1年又134天
平安盈丰三个月持有混合(FOF)C,008462,0.84亿元（2019-12-27）,8.83%,--,--,--,--,4.90%,代宏坤,71天,5.22%,71天
兴业养老2035(FOF)C,006895,0.45亿元（2019-12-31）,4.97%,7.16%,6.90%,--,--,7.50%,朱天竑,306天,7.58%,306天
招商和悦均衡养老三年(FOF),007660,0.18亿元（2019-12-03）,2.53%,6.63%,--,--,--,6.63%,章鸽武,95天,6.48%,316天
华安稳健养老一年(FOF),007643,17.19亿元（2019-11-26）,1.84%,2.31%,--,--,--,2.31%,杨志远/何移直,102天,2.23%,316天/316天
民生卓越配置6个月混合(FOF),008886,29.82亿元（2020-02-20）,--,--,--,--,--,0.02%,于善辉,16天,0.02%,316天
海富通平衡养老(FOF),007747,0.47亿元（2020-02-19）,--,--,--,--,--,-0.42%,朱赟,17天,-1.32%,180天
景顺长城养老混合(FOF),007274,0.37亿元（2019-11-26）,3.11%,4.34%,--,--,--,4.33%,薛显志,102天,4.26%,2年又315天
