基金名称,基金代码,基金规模,近1月,近3月,近6月,近1年,近3年,成立来,基金经理,任职时间,任期收益,总任职时间
信诚中证800医药指数分级,165519,1.72亿元（2019-12-31）,0.20%,14.70%,14.44%,22.17%,32.49%,79.01%,黄稚,171天,15.22%,1年又226天
银河定投宝腾讯济安指数,519677,3.66亿元（2019-12-31）,9.57%,15.30%,13.83%,12.12%,0.73%,78.60%,楼华锋/罗博,4年又62天,5.06%,4年又62天/10年又72天
富国中证新能源汽车指数分级,161028,36.52亿元（2019-12-31）,0.92%,32.02%,46.90%,39.86%,6.16%,-2.44%,张圣贤/牛志冬,4年又277天,-29.66%,4年又277天/4年又300天
国泰国证有色金属行业指数分级,160221,30.07亿元（2019-12-31）,7.23%,12.55%,6.85%,1.44%,-20.59%,-38.28%,谢东旭,127天,17.14%,3年又69天
国投瑞银中证创业指数分级,161223,0.23亿元（2019-12-31）,8.38%,21.39%,29.17%,25.37%,-17.04%,-36.63%,赵建,4年又357天,-36.50%,6年又164天
信诚中证800有色指数分级,165520,1.45亿元（2019-12-31）,7.28%,13.78%,10.41%,3.68%,-6.01%,0.73%,黄稚,171天,11.68%,1年又226天
易方达重组分级,161123,7.25亿元（2019-12-31）,13.85%,13.09%,12.92%,8.92%,-24.93%,-57.48%,刘树荣/成曦,2年又233天,-13.39%,2年又233天/3年又305天
创金合信国证2000指数A,005565,0.05亿元（2019-12-31）,13.17%,17.75%,12.77%,10.77%,--,7.86%,陈龙,2年又29天,7.86%,2年又70天
创金合信国证2000指数C,005566,0.06亿元（2019-12-31）,13.14%,17.68%,12.65%,10.66%,--,7.54%,陈龙,2年又29天,7.54%,2年又70天
招商大宗商品(LOF),161715,0.45亿元（2019-12-31）,8.66%,8.76%,3.33%,-0.26%,-13.65%,7.54%,侯昊,2年又184天,-25.01%,2年又198天
鹏华资源分级,160620,1.56亿元（2019-12-31）,7.20%,6.41%,5.90%,3.10%,-5.90%,-19.48%,闫冬,108天,9.39%,354天
国投瑞银中证资源指数,161217,1.28亿元（2019-12-31）,5.61%,8.48%,7.45%,0.59%,-0.44%,-32.20%,殷瑞飞,5年又198天,22.08%,6年又164天
华宝中证1000指数分级,162413,0.47亿元（2019-12-31）,13.45%,18.29%,14.87%,11.70%,-23.40%,-61.20%,丰晨成,1年又196天,24.83%,4年又116天
鹏华新能源分级,160640,0.32亿元（2019-12-31）,5.07%,23.78%,22.88%,16.09%,-2.02%,-45.43%,张羽翔,3年又83天,2.52%,4年又173天
招商中证1000指数增强A,004194,0.16亿元（2019-12-31）,12.89%,19.70%,22.23%,31.69%,5.81%,5.80%,王平,3年又5天,5.80%,9年又261天
招商中证1000指数增强C,004195,0.26亿元（2019-12-31）,12.85%,19.58%,21.98%,31.15%,5.72%,5.71%,王平,3年又5天,5.71%,9年又261天
鹏华环保分级,160634,0.86亿元（2019-12-31）,9.97%,17.86%,16.37%,7.46%,-16.19%,-35.09%,闫冬,354天,6.06%,354天
广发中证1000指数A,006486,0.28亿元（2019-12-31）,12.86%,18.04%,14.68%,10.96%,--,32.49%,罗国庆,1年又126天,32.49%,4年又147天
工银中证新能源指数分级,164821,0.20亿元（2019-12-31）,4.72%,22.36%,19.93%,11.00%,-10.86%,-29.51%,赵栩,4年又243天,-29.51%,8年又143天
广发中证1000指数C,006487,0.15亿元（2019-12-31）,12.82%,17.93%,14.51%,10.74%,--,32.37%,罗国庆,1年又126天,32.37%,4年又147天
前海开源中航军工,164402,10.38亿元（2019-12-31）,13.82%,11.54%,0.02%,5.22%,-23.95%,-24.26%,黄玥,1年又297天,1.96%,3年又15天
工银中证环保产业指数分级,164819,0.17亿元（2019-12-31）,9.16%,16.14%,13.64%,2.63%,-25.84%,-39.90%,赵栩,4年又243天,-39.90%,8年又143天
新华中证环保产业指数分级,164304,0.63亿元（2019-12-31）,9.60%,17.46%,15.23%,4.64%,-23.09%,-5.53%,邓岳,2年又188天,-21.78%,2年又213天
申万中证申万新兴健康产业指数C,007798,0.01亿元（2019-12-31）,9.55%,18.87%,18.29%,--,--,31.66%,龚丽丽,99天,21.21%,4年又141天
富国中证体育产业指数分级,161030,1.48亿元（2019-12-31）,0.20%,16.94%,19.57%,35.65%,-13.21%,-32.38%,张圣贤,57天,-0.97%,4年又277天
申万中证申万新兴健康产业指数A,163119,0.50亿元（2019-12-31）,9.57%,18.94%,18.48%,21.44%,6.17%,-0.48%,龚丽丽,99天,21.29%,4年又141天
富国中证军工指数分级,161024,73.74亿元（2019-12-31）,12.82%,15.53%,1.56%,8.14%,-22.38%,32.73%,张圣贤/王保合,4年又277天,-58.15%,4年又277天/9年又7天
申万菱信中证环保产业指数分级,163114,3.20亿元（2019-12-31）,10.39%,19.72%,18.70%,12.65%,-12.77%,21.80%,龚丽丽,2年又71天,-10.54%,4年又141天
申万菱信中证军工指数分级,163115,10.52亿元（2019-12-31）,13.17%,16.39%,3.00%,10.71%,-19.43%,17.56%,龚丽丽,99天,19.71%,4年又141天
融通军工分级,161628,0.83亿元（2019-12-31）,12.92%,15.51%,2.10%,9.99%,-19.67%,-30.68%,何天翔,4年又251天,-30.68%,5年又135天
易方达军工分级,502003,1.91亿元（2019-12-31）,13.73%,18.12%,6.14%,14.11%,-15.62%,-38.80%,余海燕,4年又244天,-38.80%,8年又113天
招商中证500指数A,004192,0.23亿元（2019-12-31）,10.22%,15.28%,11.87%,13.14%,--,7.06%,王平,2年又295天,7.06%,9年又261天
招商中证500指数C,004193,0.41亿元（2019-12-31）,10.19%,15.15%,11.64%,12.68%,--,6.76%,王平,2年又295天,6.76%,9年又261天
银华中证内地资源指数分级,161819,0.62亿元（2019-12-31）,4.95%,5.35%,-0.88%,-9.74%,-16.97%,-41.98%,马君,1年又25天,4.48%,7年又186天
富安达中证500指数增强,007943,2.97亿元（2019-11-29）,8.60%,5.15%,--,--,--,5.21%,纪青,109天,5.21%,3年又82天
民生中证内地资源主题指数,690008,0.84亿元（2019-12-31）,4.86%,5.21%,-0.79%,-9.54%,-13.66%,-37.40%,武杰/蔡晓,1年又127天,1.29%,1年又127天/4年又64天
国泰中证500指数增强C,003761,0.89亿元（2019-12-31）,8.96%,12.02%,5.97%,19.13%,--,12.89%,谢东旭,106天,13.39%,3年又69天
国泰中证500指数增强A,003760,0.05亿元（2019-12-31）,8.95%,12.02%,6.23%,20.49%,--,14.37%,谢东旭,106天,13.38%,3年又69天
前海开源中证军工指数A,000596,6.23亿元（2019-12-31）,13.21%,16.13%,3.94%,12.12%,-18.06%,39.70%,陶曙斌/黄玥,1年又297天,7.79%,2年又350天/3年又15天
国泰国证新能源汽车指数,160225,4.62亿元（2019-12-31）,4.35%,26.97%,30.76%,20.34%,1.86%,3.15%,谢东旭,127天,37.58%,3年又69天
创金合信中证1000指数增强C,003647,0.82亿元（2019-12-31）,12.87%,19.17%,16.10%,19.34%,12.14%,12.94%,董梁,246天,18.57%,2年又203天
创金合信中证1000指数增强A,003646,0.50亿元（2019-12-31）,12.89%,19.23%,16.27%,19.99%,12.99%,13.83%,董梁,246天,18.82%,2年又203天
前海开源中证军工指数C,002199,1.73亿元（2019-12-31）,13.17%,16.12%,3.78%,11.93%,-18.51%,-29.52%,陶曙斌/黄玥,1年又297天,7.38%,2年又350天/3年又15天
信诚中证500指数分级,165511,2.43亿元（2019-12-31）,9.38%,15.26%,14.21%,14.63%,0.34%,57.63%,黄稚,1年又161天,27.43%,1年又226天
富国中证1000指数增强,161039,0.76亿元（2019-12-31）,14.11%,24.25%,25.00%,28.79%,--,40.70%,方旻/徐幼华,1年又281天,40.70%,5年又110天/8年又301天
广发养老指数C,002982,0.46亿元（2019-12-31）,4.26%,12.00%,10.20%,8.96%,6.31%,11.45%,霍华明,114天,11.87%,2年又322天
广发养老指数A,000968,16.66亿元（2019-12-31）,4.27%,12.06%,10.30%,9.13%,7.11%,7.44%,霍华明,114天,11.93%,2年又322天
国泰国证航天军工指数,501019,2.83亿元（2019-12-31）,13.76%,17.55%,6.67%,20.17%,--,-6.57%,艾小军,2年又344天,-6.57%,6年又55天
国联安双力中小板综指,162510,0.09亿元（2019-12-31）,9.26%,16.04%,14.04%,11.85%,-8.16%,79.41%,黄欣,3年又162天,-7.38%,9年又328天
人保中证500指数,006611,1.80亿元（2019-12-31）,9.22%,16.72%,15.40%,10.48%,--,33.99%,刘笑明,1年又91天,33.99%,1年又162天
鹏华中证500指数(LOF)A,160616,3.06亿元（2019-12-31）,9.40%,15.76%,13.75%,12.49%,-2.38%,31.50%,张羽翔,3年又165天,4.28%,4年又173天
天弘中证500指数C,005919,6.98亿元（2019-12-31）,8.70%,14.20%,11.15%,8.46%,--,1.00%,杨超/陈瑶/张子法,261天,16.91%,5年又4天/2年又24天/2年又325天
天弘中证500指数A,000962,16.19亿元（2019-12-31）,8.72%,14.25%,11.27%,8.69%,-5.79%,-1.08%,杨超/陈瑶/张子法,261天,17.08%,5年又4天/2年又24天/2年又325天
农银中证500指数,660011,1.03亿元（2019-12-31）,8.48%,13.90%,10.42%,6.34%,-11.89%,45.53%,宋永安,6年又27天,32.95%,7年又218天
汇添富中证新能源汽车A,501057,1.47亿元（2019-12-31）,1.32%,28.00%,34.62%,25.17%,--,18.72%,过蓓蓓,1年又289天,18.72%,4年又218天
汇添富中证新能源汽车C,501058,0.93亿元（2019-12-31）,1.30%,27.93%,34.44%,24.84%,--,18.05%,过蓓蓓,1年又289天,18.05%,4年又218天
鹏华中证500指数(LOF)C,006938,0.16亿元（2019-12-31）,9.38%,15.76%,13.58%,12.30%,--,38.80%,张羽翔,1年又45天,38.80%,4年又173天
汇添富中证500C,501037,1.58亿元（2019-12-31）,8.68%,14.56%,12.11%,9.40%,--,-7.33%,吴振翔,2年又210天,-7.33%,10年又32天
万家中证500指数增强C,006730,0.66亿元（2019-12-31）,9.31%,16.31%,16.81%,--,--,31.09%,乔亮,137天,16.96%,199天
安信深圳科技指数(LOF)A,167506,8.15亿元（2019-12-27）,9.68%,24.00%,--,--,--,24.00%,施荣盛/徐黄玮,54天,12.61%,54天/2年又127天
汇添富中证500A,501036,2.75亿元（2019-12-31）,8.70%,14.63%,12.24%,9.64%,--,-6.83%,吴振翔,2年又210天,-6.83%,10年又32天
国寿安保中证养老产业,168001,0.61亿元（2019-12-31）,4.54%,13.47%,10.58%,-4.48%,-12.18%,-28.64%,李康,2年又27天,-6.62%,4年又354天
安信深圳科技指数(LOF)C,167507,1.63亿元（2019-12-06）,9.65%,23.92%,--,--,--,23.92%,施荣盛/徐黄玮,54天,12.57%,54天/2年又127天
长信中证500指数增强,004945,0.62亿元（2019-12-31）,7.55%,23.81%,24.02%,28.61%,--,17.04%,宋海岸,1年又182天,42.12%,2年又24天
万家中证500指数增强A,006729,0.93亿元（2019-12-31）,9.34%,16.42%,16.97%,--,--,31.88%,乔亮,137天,17.02%,199天
富国中证智能汽车(LOF),161033,1.07亿元（2019-12-31）,11.78%,25.54%,40.22%,60.66%,50.96%,49.90%,张圣贤,4年又21天,49.90%,4年又277天
交银创业板50指数A,007464,13.60亿元（2019-11-20）,7.93%,25.76%,--,--,--,26.30%,蔡铮,108天,26.30%,7年又72天
交银创业板50指数C,007465,0.09亿元（2019-11-20）,7.89%,25.63%,--,--,--,26.16%,蔡铮,108天,26.16%,7年又72天
建信中证1000指数增强C,006166,0.10亿元（2019-12-31）,16.58%,22.59%,20.59%,23.70%,--,53.88%,赵云煜/叶乐天,1年又106天,53.88%,1年又112天/7年又353天
建信中证1000指数增强A,006165,0.31亿元（2019-12-31）,16.61%,22.71%,20.84%,23.93%,--,54.66%,赵云煜/叶乐天,1年又106天,54.66%,1年又112天/7年又353天
华安创业板50指数分级,160420,6.66亿元（2019-12-31）,7.92%,28.82%,34.05%,32.90%,-16.64%,-62.17%,许之彦,2年又132天,-4.02%,13年又129天
安信中证500指数增强A,005965,0.03亿元（2019-12-31）,8.84%,16.63%,16.11%,19.85%,--,45.25%,徐黄玮,1年又99天,45.25%,2年又127天
安信中证500指数增强C,005966,0.30亿元（2019-12-31）,8.81%,16.51%,15.90%,19.37%,--,44.51%,徐黄玮,1年又99天,44.51%,2年又127天
海富通创业板增强A,005288,0.19亿元（2019-12-31）,9.05%,23.81%,27.81%,36.15%,--,34.67%,杜晓海,1年又309天,31.87%,3年又259天
万家中证1000指数增强A,005313,0.12亿元（2019-12-31）,12.46%,17.16%,19.73%,24.36%,--,48.90%,乔亮,137天,18.40%,199天
万家中证1000指数增强C,005314,0.12亿元（2019-12-31）,12.41%,17.00%,19.43%,24.13%,--,46.84%,乔亮,137天,18.18%,199天
海富通创业板增强C,005287,0.11亿元（2019-12-31）,9.02%,23.69%,27.55%,35.64%,--,33.77%,杜晓海,1年又309天,31.03%,3年又259天
富国中证娱乐主题指数增强型,161036,0.43亿元（2019-12-31）,0.36%,11.87%,12.66%,8.43%,--,-26.96%,牛志冬,57天,-4.24%,4年又300天
中融国证钢铁行业指数分级,168203,2.45亿元（2019-12-31）,11.47%,3.67%,0.86%,-18.33%,-34.63%,-64.01%,赵菲,4年又263天,-64.01%,4年又299天
工银中证京津冀协同发展指数C,164825,0.01亿元（2019-12-31）,19.07%,15.46%,10.64%,-1.54%,--,9.74%,刘伟琳/赵栩,1年又325天,9.74%,5年又143天/8年又143天
国金红利增强,501072,0.07亿元（2019-12-31）,4.18%,3.30%,1.42%,--,--,0.14%,宫雪,276天,0.14%,6年又226天
永赢创业板指数发起式A,007664,2.31亿元（2019-12-31）,8.34%,26.13%,--,--,--,27.79%,晏青/万纯/李永兴,143天,31.13%,3年又156天/281天/5年又170天
永赢创业板指数发起式C,007665,0.04亿元（2019-12-31）,8.33%,26.10%,--,--,--,27.74%,晏青/万纯/李永兴,143天,31.10%,3年又156天/281天/5年又170天
鹏华创业板分级,160637,3.16亿元（2019-12-31）,7.16%,24.00%,26.29%,25.74%,6.09%,-37.72%,张羽翔,1年又314天,19.09%,4年又173天
工银中证京津冀协同发展指数A,164811,0.19亿元（2019-12-31）,19.09%,15.25%,10.53%,-1.93%,21.18%,65.89%,赵栩/刘伟琳,3年又170天,22.09%,8年又143天/5年又143天
鹏华钢铁分级,502023,3.49亿元（2019-12-31）,11.30%,3.34%,-0.10%,-18.26%,-21.89%,-20.01%,张羽翔,1年又281天,-14.91%,4年又173天
国泰创业板指数(LOF),160223,1.34亿元（2019-12-31）,8.22%,24.96%,27.54%,29.01%,12.30%,3.26%,徐成城,1年又245天,41.35%,3年又33天
富国创业板指数分级,161022,42.30亿元（2019-12-31）,8.49%,25.19%,27.41%,28.21%,10.27%,42.30%,王保合,108天,25.85%,9年又7天
创金合信中证500指数增强C,002316,2.12亿元（2019-12-31）,10.20%,17.40%,15.35%,16.83%,15.59%,12.05%,董梁,17天,2.96%,2年又203天
创金合信中证500指数增强A,002311,3.61亿元（2019-12-31）,10.20%,17.42%,15.43%,17.08%,15.27%,11.81%,董梁,17天,2.97%,2年又203天
浙商汇金中证转型成长指数,003366,0.37亿元（2019-12-31）,12.22%,15.04%,15.73%,16.43%,-7.40%,-3.60%,陈顾君/周涛,46天,4.22%,46天/1年又51天
前海开源中证大农业指数增强,001027,1.11亿元（2019-12-31）,16.59%,16.09%,14.86%,27.59%,37.14%,8.20%,黄玥,124天,12.47%,3年又15天
诺安创业板指数增强(LOF),163209,0.17亿元（2019-12-31）,6.38%,23.26%,24.86%,12.39%,-24.34%,0.06%,梅律吾,282天,28.23%,12年又29天
华宝中证500增强C,005608,0.15亿元（2019-12-31）,8.18%,13.78%,12.61%,9.85%,--,2.41%,丰晨成,1年又323天,2.41%,4年又116天
华宝中证500增强A,005607,0.30亿元（2019-12-31）,8.21%,13.90%,12.84%,10.29%,--,3.18%,丰晨成,1年又323天,3.18%,4年又116天
建信中证500指数增强A,000478,58.81亿元（2019-12-31）,8.63%,11.03%,8.47%,7.36%,-9.04%,119.13%,叶乐天,6年又41天,119.13%,7年又353天
国投中证500指数量化增强C,007089,0.31亿元（2019-12-31）,9.01%,16.57%,15.80%,--,--,27.15%,殷瑞飞,359天,27.15%,6年又164天
国投中证500指数量化增强A,005994,2.31亿元（2019-12-31）,9.04%,16.68%,16.07%,25.58%,--,48.48%,殷瑞飞,1年又219天,48.48%,6年又164天
国泰深证TMT50指数分级,160224,2.62亿元（2019-12-31）,9.82%,26.39%,30.24%,32.96%,32.94%,-4.93%,艾小军,4年又348天,-4.93%,6年又55天
建信中证500指数增强C,005633,2.49亿元（2019-12-31）,8.58%,10.88%,8.20%,6.81%,--,-8.56%,叶乐天,1年又357天,-8.56%,7年又353天
富国中证高端制造指数增强型,161037,0.37亿元（2019-12-31）,12.66%,27.17%,29.48%,51.87%,--,53.01%,牛志冬/蔡卡尔,57天,15.55%,4年又300天/3年又61天
天弘中证500指数增强A,001556,0.94亿元（2019-12-31）,10.93%,20.42%,18.82%,18.55%,21.21%,-4.46%,杨超,196天,26.03%,5年又4天
天弘中证500指数增强C,001557,0.64亿元（2019-12-31）,10.90%,20.33%,18.65%,18.15%,19.99%,-5.89%,杨超,196天,25.83%,5年又4天
申万菱信申万电子分级,163116,2.38亿元（2019-12-31）,8.43%,24.82%,34.09%,46.22%,40.66%,-4.47%,龚丽丽,99天,30.70%,4年又141天
鹏华空天军工指数(LOF),160643,0.63亿元（2019-12-31）,15.70%,18.53%,4.92%,13.28%,--,-2.71%,陈龙,354天,9.75%,3年又262天
海富通中证500增强C,009004,--亿元（--）,--,--,--,--,--,-0.79%,杜晓海,2天,-0.79%,3年又259天
海富通中证500增强A,519034,0.20亿元（2019-12-31）,4.34%,18.89%,17.96%,11.84%,2.84%,50.87%,杜晓海,1天,0.00%,3年又259天
长城创业板指数增强A,001879,0.76亿元（2019-12-31）,11.79%,33.16%,41.27%,49.21%,--,66.98%,王卫林/雷俊,78天,29.96%,78天/4年又55天
长城创业板指数增强C,006928,0.23亿元（2019-12-31）,11.77%,32.89%,40.70%,47.92%,--,90.39%,王卫林/雷俊,78天,29.75%,78天/4年又55天
天弘中证红利低波动100A,008114,0.48亿元（2019-12-10）,4.77%,--,--,--,--,-4.66%,陈瑶/张子法,88天,-4.66%,2年又24天/2年又325天
嘉实中证500指数增强A,008778,1.97亿元（2020-01-20）,8.63%,--,--,--,--,7.57%,龙昌伦,47天,7.57%,2年又259天
嘉实中证500指数增强C,008779,2.59亿元（2020-01-20）,8.57%,--,--,--,--,7.51%,龙昌伦,47天,7.51%,2年又259天
天弘中证红利低波动100C,008115,0.50亿元（2019-12-10）,4.74%,--,--,--,--,-4.72%,陈瑶/张子法,88天,-4.72%,2年又24天/2年又325天
诺德研发创新100,007737,2.06亿元（2019-12-31）,4.34%,25.49%,25.37%,--,--,31.38%,潘永昌,194天,31.38%,194天
红土创新中证500增强C,006784,0.16亿元（2019-12-31）,10.50%,15.47%,11.54%,10.13%,--,16.59%,庞世恩/储荞,323天,2.12%,3年又194天/1年又11天
中泰中证500指数增强C,008113,1.90亿元（2019-12-11）,9.73%,--,--,--,--,12.61%,邹巍,87天,12.61%,87天
申万菱信中小板指数(LOF)A,163111,1.61亿元（2019-12-31）,7.41%,18.93%,21.02%,21.01%,15.04%,59.51%,龚丽丽,161天,24.37%,4年又141天
泰达中证500指数增强(LOF),162216,2.68亿元（2019-12-31）,8.80%,17.80%,16.74%,21.24%,17.38%,165.69%,刘欣/刘洋,108天,19.51%,7年又207天/1年又210天
红土创新中证500增强A,006783,0.06亿元（2019-12-31）,10.52%,15.52%,11.58%,10.39%,--,16.88%,庞世恩/储荞,323天,2.30%,3年又194天/1年又11天
景顺中证500行业中性低波动,003318,18.32亿元（2019-12-31）,7.12%,10.20%,6.72%,2.25%,2.22%,2.22%,曾理/徐喻军,235天,9.60%,1年又146天/5年又324天
易方达中小板指数(LOF),161118,2.42亿元（2019-12-31）,7.52%,19.29%,20.66%,19.75%,13.67%,55.71%,刘树荣/成曦,2年又233天,12.80%,2年又233天/3年又305天
申万菱信中小板指数C,007799,0.05亿元（2019-12-31）,7.39%,18.84%,20.87%,--,--,34.05%,龚丽丽,161天,24.22%,4年又141天
中泰中证500指数增强A,008112,1.07亿元（2019-12-11）,9.77%,--,--,--,--,12.71%,邹巍,87天,12.71%,87天
华富中小板指数增强,410010,0.26亿元（2019-12-31）,7.19%,18.26%,19.61%,17.81%,1.54%,36.06%,郜哲,234天,28.52%,2年又13天
融通创业板指数A,161613,7.95亿元（2019-12-31）,7.61%,24.97%,27.41%,28.34%,7.28%,150.87%,蔡志伟,3年又60天,8.17%,5年又26天
融通创业板指数C,004870,0.24亿元（2019-12-31）,7.57%,24.79%,27.08%,27.87%,--,16.13%,蔡志伟,2年又246天,16.13%,5年又26天
鹏扬中证500质量成长指数C,007594,0.44亿元（2019-12-31）,7.59%,15.14%,15.19%,--,--,16.05%,施红俊,191天,16.05%,191天
泰信基本面400指数分级,162907,0.46亿元（2019-12-31）,9.80%,11.02%,7.26%,0.56%,-11.74%,55.27%,张彦,5年又62天,-4.74%,5年又62天
鹏扬中证500质量成长指数A,007593,1.12亿元（2019-12-31）,7.62%,15.33%,15.57%,--,--,16.45%,施红俊,191天,16.45%,191天
信诚中证智能家居指数分级,165524,0.42亿元（2019-12-31）,11.78%,25.15%,29.55%,32.71%,9.90%,-34.32%,黄稚,171天,28.49%,1年又226天
富国中证500指数(LOF),161017,58.96亿元（2019-12-31）,9.89%,17.07%,15.11%,15.74%,10.16%,135.52%,方旻/徐幼华/李笑薇,5年又110天,70.54%,5年又110天/8年又301天/10年又77天
中金中证500C,003578,0.31亿元（2019-12-31）,10.42%,16.01%,14.77%,17.22%,11.95%,11.20%,魏孛,2年又345天,12.79%,2年又345天
中金中证500A,003016,0.77亿元（2019-12-31）,10.45%,16.13%,15.41%,18.14%,11.91%,19.95%,魏孛,2年又345天,12.72%,2年又345天
西部利得中证500指数增强,502000,3.89亿元（2019-12-31）,8.25%,13.32%,12.56%,17.09%,11.20%,-29.93%,盛丰衍,2年又202天,11.75%,3年又104天
鹏华信息分级,160626,3.99亿元（2019-12-31）,10.01%,27.22%,30.68%,42.03%,45.27%,117.74%,闫冬,354天,40.65%,354天
财通中证500(LOF)A,169301,0.31亿元（2019-12-31）,6.40%,10.70%,8.15%,--,--,11.60%,王钟,254天,11.60%,254天
长城中证500指数增强A,006048,0.41亿元（2019-12-31）,8.61%,13.32%,12.32%,16.41%,--,16.18%,雷俊,1年又98天,39.94%,4年又55天
财通中证500(LOF)C,169302,0.15亿元（2019-12-31）,6.36%,10.60%,7.90%,--,--,11.19%,王钟,254天,11.19%,254天
上投摩根中证消费服务指数,370023,0.32亿元（2019-12-31）,4.18%,6.86%,4.43%,13.91%,33.74%,104.10%,施虓文,71天,5.63%,3年又49天
博时中证500指数增强A,005062,3.06亿元（2019-12-31）,10.03%,15.48%,14.44%,24.14%,--,12.79%,桂征辉,2年又163天,12.79%,4年又231天
长城中证500指数增强C,007413,0.03亿元（2019-12-31）,8.59%,13.15%,11.89%,--,--,23.60%,雷俊,303天,23.60%,4年又55天
博时中证500指数增强C,005795,1.57亿元（2019-12-31）,9.99%,15.35%,14.21%,23.65%,--,15.63%,桂征辉,1年又342天,15.63%,4年又231天
