基金名称,基金代码,基金规模,近1月,近3月,近6月,近1年,近3年,成立来,基金经理,任职时间,任期收益,总任职时间
博时汇享纯债债券A,004366,16.90亿元（2019-12-31）,0.80%,2.60%,2.89%,4.94%,10.43%,10.44%,张鹿,354天,4.84%,1年又235天
博时汇享纯债债券C,004367,0.00亿元（2019-12-31）,0.77%,2.49%,2.68%,4.52%,11.37%,11.38%,张鹿,354天,4.44%,1年又235天
南方丰元信用增强债券A,000355,5.60亿元（2019-12-31）,1.64%,4.08%,5.61%,7.53%,19.60%,49.83%,杜才超,2年又34天,18.18%,3年又89天
国金惠盈纯债C,006760,0.23亿元（2019-12-31）,1.71%,5.39%,5.86%,--,--,8.96%,于涛/滕祖光,254天,8.11%,254天/5年又332天
国金惠盈纯债A,006549,4.29亿元（2019-12-31）,1.73%,5.46%,5.99%,--,--,9.32%,于涛/滕祖光,254天,8.27%,254天/5年又332天
交银境尚收益债券C,519785,0.05亿元（2019-12-31）,1.08%,3.36%,3.32%,4.70%,13.58%,13.58%,黄莹洁,159天,3.77%,4年又286天
博时景发纯债债券,003023,9.90亿元（2019-12-31）,0.87%,2.62%,3.14%,5.23%,11.39%,8.99%,陈黎/张鹿,1年又11天,5.10%,1年又333天/1年又235天
交银境尚收益债券A,519784,0.36亿元（2019-12-31）,1.12%,3.51%,3.63%,5.36%,15.67%,15.67%,黄莹洁,159天,4.05%,4年又286天
博时富鑫纯债,003703,84.67亿元（2019-12-31）,0.80%,2.63%,2.92%,4.93%,11.57%,12.25%,张鹿,1年又235天,9.61%,1年又235天
鹏华丰禄债券,003547,19.97亿元（2019-12-31）,1.60%,3.37%,4.85%,9.70%,22.83%,23.47%,刘涛,1年又281天,16.27%,3年又285天
永赢增益债券C,005704,0.00亿元（2019-12-31）,1.34%,2.83%,3.70%,6.04%,--,12.03%,乔嘉麒,2年又2天,12.03%,2年又286天
永赢增益债券A,005703,50.65亿元（2019-12-31）,1.36%,2.87%,3.77%,6.25%,--,12.51%,乔嘉麒,2年又2天,12.51%,2年又286天
融通通福债券(LOF)C,161627,0.04亿元（2019-12-31）,1.56%,4.83%,5.68%,8.32%,17.20%,33.35%,朱浩然,1年又210天,13.02%,2年又181天
博时利发纯债,003260,30.93亿元（2019-12-31）,0.78%,2.61%,2.93%,4.98%,16.32%,13.55%,张鹿,1年又122天,7.13%,1年又235天
中银弘享债券,006421,1.25亿元（2019-12-31）,1.20%,2.38%,2.92%,4.89%,--,5.75%,易芳菲,1年又99天,5.75%,3年又287天
国联安增利债券A,253020,0.22亿元（2019-12-31）,0.99%,2.55%,2.95%,5.23%,1.76%,66.56%,朱靖宇/欧阳健,46天,1.30%,164天/1年又259天
景顺长城景盈双利债券A,002796,2.24亿元（2019-12-31）,1.51%,3.64%,3.68%,5.07%,17.11%,18.82%,袁媛,3年又232天,18.82%,5年又339天
融通通福债券(LOF)A,161626,0.54亿元（2019-12-31）,1.64%,4.98%,5.82%,8.64%,18.19%,85.92%,朱浩然,1年又210天,13.54%,2年又181天
华润元大双鑫债券C,003723,0.01亿元（2019-12-31）,4.81%,12.18%,10.82%,15.43%,--,9.51%,王致远/李仆/刘宏毅,1年又7天,16.93%,1年又7天/6年又183天/2年又49天
万家增强收益债券,161902,0.99亿元（2019-12-31）,1.86%,5.70%,5.65%,5.64%,8.76%,192.05%,苏谋东,180天,5.41%,6年又284天
国联安增瑞政策性金融债纯债A,007371,17.65亿元（2019-12-31）,1.15%,2.56%,3.27%,--,--,5.07%,朱靖宇/欧阳健,164天,3.23%,164天/1年又259天
诺安恒惠债券,006737,0.00亿元（2019-12-31）,1.00%,0.52%,-0.73%,--,--,10.62%,潘飞,289天,10.62%,3年又183天
融通通宸债券,003728,0.05亿元（2019-12-31）,1.12%,3.61%,9.61%,11.13%,21.53%,22.09%,许富强,70天,2.87%,1年又294天
景顺长城景盈双利债券C,002797,0.07亿元（2019-12-31）,1.48%,3.53%,3.46%,4.64%,15.71%,17.12%,袁媛,3年又232天,17.12%,5年又339天
工银国债纯债债券C,003643,0.67亿元（2019-12-31）,1.00%,2.98%,3.44%,4.82%,8.73%,9.55%,张略钊,2年又76天,13.01%,2年又142天
上银政策性金融债,007492,30.00亿元（2019-12-19）,0.90%,--,--,--,--,1.53%,高永,79天,1.53%,3年又71天
蜂巢添盈纯债A,008566,5.02亿元（2020-02-28）,0.89%,--,--,--,--,0.96%,李海涛,59天,0.96%,234天
华夏鼎通债券C,006192,0.00亿元（2019-12-31）,1.17%,3.37%,3.92%,5.71%,--,7.37%,刘明宇,1年又136天,7.37%,2年又87天
工银国债纯债债券A,003342,0.18亿元（2019-12-31）,1.00%,3.00%,3.47%,4.85%,9.35%,10.18%,张略钊,2年又76天,13.29%,2年又142天
华夏鼎通债券A,006191,4.31亿元（2019-12-31）,1.20%,3.47%,4.13%,6.13%,--,7.95%,刘明宇,1年又136天,7.95%,2年又87天
民生加银鑫安纯债A,002684,6.14亿元（2019-12-31）,0.79%,2.19%,2.90%,5.89%,16.01%,16.01%,姚航,200天,2.90%,6年又48天
恒生前海恒扬纯债债券A,007941,1.81亿元（2019-12-04）,1.06%,7.99%,--,--,--,7.99%,李维康,94天,7.99%,353天
国投瑞银顺臻纯债债券,007342,2.33亿元（2019-12-31）,1.05%,2.79%,3.43%,--,--,3.57%,李鸥,112天,3.12%,120天
华润元大双鑫债券A,003680,0.10亿元（2019-12-31）,4.84%,12.28%,11.02%,15.86%,--,10.32%,王致远/李仆/刘宏毅,1年又7天,17.36%,1年又7天/6年又183天/2年又49天
国寿安保尊益信用纯债债券,000931,6.49亿元（2019-12-31）,0.87%,1.75%,2.27%,5.27%,14.19%,25.72%,陶尹斌,219天,4.19%,1年又16天
国泰合融纯债债券,008207,9.90亿元（2019-12-26）,1.44%,--,--,--,--,1.98%,韩哲昊,72天,1.98%,4年又278天
国联安增瑞政策性金融债纯债C,007372,2.33亿元（2019-12-31）,1.15%,2.56%,15.72%,--,--,17.70%,朱靖宇/欧阳健,164天,15.69%,164天/1年又259天
南方和元C,004556,0.08亿元（2019-12-31）,0.79%,2.17%,2.76%,5.29%,--,14.54%,黄斌斌,1年又224天,8.61%,2年又27天
富荣富乾债券C,004793,0.05亿元（2019-12-31）,0.51%,1.58%,2.62%,1.68%,--,5.94%,王丹/吕晓蓉,208天,2.90%,208天/2年又244天
永赢合益债券,006771,20.13亿元（2019-12-31）,1.20%,3.19%,3.59%,--,--,5.72%,乔嘉麒,1年又1天,5.72%,2年又286天
恒生前海恒扬纯债债券C,007942,0.20亿元（2019-12-04）,1.02%,8.82%,--,--,--,8.82%,李维康,94天,8.82%,353天
银河家盈债券,006761,10.01亿元（2019-12-31）,0.85%,138.30%,137.99%,140.72%,--,142.84%,蒋磊,30天,0.85%,3年又194天
景顺长城景颐丰利债券A,003504,1.78亿元（2019-12-31）,1.42%,3.40%,3.26%,4.16%,14.91%,15.52%,袁媛,123天,3.70%,5年又339天
蜂巢添盈纯债C,008567,5.03亿元（2020-02-28）,0.88%,--,--,--,--,0.95%,李海涛,59天,0.95%,234天
中银安享债券,005690,57.19亿元（2019-12-31）,0.92%,2.45%,2.93%,5.01%,--,6.19%,周毅,1年又102天,6.19%,2年又25天
浙商惠盈纯债A,002279,0.51亿元（2019-12-31）,1.11%,2.19%,3.59%,5.19%,11.73%,18.22%,刘爱民/周锦程,2年又52天,13.58%,2年又52天/3年又19天
南方祥元债券C,004706,1.69亿元（2019-12-31）,0.92%,2.32%,2.96%,5.52%,--,14.91%,黄斌斌,1年又49天,5.61%,2年又27天
浙商惠盈纯债C,008548,0.00亿元（2019-12-31）,1.09%,--,--,--,--,1.00%,刘爱民/周锦程,81天,1.00%,2年又52天/3年又19天
上投摩根纯债添利债券C,000890,0.03亿元（2019-12-31）,0.74%,1.79%,2.37%,3.94%,8.41%,13.46%,唐瑭,191天,2.46%,4年又294天
景顺长城景颐丰利债券C,003505,0.00亿元（2019-12-31）,1.39%,3.30%,3.05%,3.74%,14.37%,14.91%,袁媛,123天,3.56%,5年又339天
上投摩根纯债添利债券A,000889,6.35亿元（2019-12-31）,0.83%,1.96%,2.53%,4.48%,13.01%,19.44%,唐瑭,191天,2.62%,4年又294天
中海纯债债券C,000299,0.77亿元（2019-12-31）,0.83%,1.39%,2.53%,3.90%,11.19%,24.56%,王含嫣,1年又283天,8.65%,2年又223天
大成景荣债券C,002645,0.04亿元（2019-12-31）,-0.85%,3.97%,5.76%,4.91%,4.60%,4.70%,陈会荣/黄万青,128天,6.51%,3年又214天/7年又286天
中银中高等级A,000305,44.90亿元（2019-12-31）,1.03%,2.76%,2.76%,5.52%,16.61%,45.44%,王妍,4年又260天,23.97%,7年又166天
富荣富乾债券A,004792,30.67亿元（2019-12-31）,0.80%,2.11%,3.15%,2.22%,--,7.74%,王丹/吕晓蓉,208天,3.44%,208天/2年又244天
天弘债券发起式B,420108,0.08亿元（2019-12-31）,1.02%,3.21%,3.41%,6.22%,13.00%,29.03%,柴文婷/刘洋,71天,2.63%,2年又332天/2年又332天
中海纯债债券A,000298,0.08亿元（2019-12-31）,0.99%,1.64%,2.85%,4.39%,12.49%,27.17%,王含嫣,1年又283天,9.51%,2年又223天
大成景荣债券A,002644,0.40亿元（2019-12-31）,-0.94%,4.06%,5.84%,4.68%,5.00%,5.10%,陈会荣/黄万青,128天,6.59%,3年又214天/7年又286天
蜂巢添鑫纯债C,007185,9.10亿元（2019-12-31）,1.03%,2.33%,2.69%,--,--,5.26%,李海涛/廖新昌,234天,3.72%,234天/1年又37天
上投摩根分红添利债券B,370022,0.05亿元（2019-12-31）,1.00%,2.02%,2.67%,3.91%,7.98%,45.90%,唐瑭,3年又278天,8.75%,4年又294天
南方祥元债券A,004705,9.62亿元（2019-12-31）,1.00%,2.39%,3.21%,5.94%,--,16.11%,黄斌斌,1年又49天,6.04%,2年又27天
易方达双债增强债券A,110035,1.79亿元（2019-12-31）,5.00%,14.92%,17.99%,24.55%,34.54%,91.58%,纪玲云/王晓晨,106天,16.03%,6年又176天/8年又207天
广发景辉纯债,007396,2.00亿元（2019-12-04）,1.04%,2.47%,--,--,--,2.47%,代宇,94天,2.47%,8年又217天
财通景利纯债,007087,0.50亿元（2019-12-31）,0.85%,1.99%,2.36%,--,--,2.54%,林洪钧,232天,2.54%,5年又301天
上投摩根双债增利债券A,000377,0.18亿元（2019-12-31）,2.45%,4.82%,5.60%,9.91%,9.70%,61.35%,唐瑭,191天,6.50%,4年又294天
信诚优质纯债债券A,550018,0.19亿元（2019-12-31）,1.03%,3.72%,3.72%,6.45%,21.39%,61.12%,吴胤希,103天,3.99%,3年又145天
天弘债券发起式A,420008,2.09亿元（2019-12-31）,0.98%,3.30%,3.58%,6.62%,14.55%,33.39%,柴文婷/刘洋,71天,2.64%,2年又332天/2年又332天
万家鑫璟纯债C,003328,0.20亿元（2019-12-31）,0.81%,3.07%,3.92%,8.36%,20.41%,21.40%,周潜玮,180天,3.92%,2年又7天
万家鑫璟纯债A,003327,5.93亿元（2019-12-31）,0.82%,3.13%,4.02%,8.58%,21.24%,22.36%,周潜玮,180天,4.03%,2年又7天
信诚优质纯债债券B,550019,0.37亿元（2019-12-31）,1.04%,3.65%,3.47%,5.92%,19.41%,54.88%,吴胤希,103天,3.93%,3年又145天
蜂巢添鑫纯债A,007184,44.51亿元（2019-12-31）,1.03%,2.32%,2.70%,--,--,5.27%,李海涛/廖新昌,234天,3.73%,234天/1年又37天
国联安增盈纯债A,006509,5.13亿元（2019-12-31）,1.28%,3.11%,3.37%,--,--,5.10%,沈丹,304天,5.10%,2年又196天
南方启元债券A,000561,41.78亿元（2019-12-31）,0.78%,2.11%,2.74%,4.66%,12.27%,24.36%,黄河,136天,2.47%,358天
国联安增盈纯债C,006510,0.00亿元（2019-12-31）,1.29%,3.12%,3.38%,--,--,5.10%,沈丹,304天,5.10%,2年又196天
东方添益债券,400030,11.83亿元（2019-12-31）,1.18%,2.89%,3.79%,6.73%,13.29%,31.96%,吴萍萍,312天,6.85%,3年又352天
建信睿兴纯债债券,006791,4.06亿元（2019-12-31）,0.82%,1.88%,2.58%,--,--,3.84%,刘思/黎颖芳,316天,3.84%,3年又232天/11年又19天
中邮纯债聚利债券C,002275,1.01亿元（2019-12-31）,1.01%,2.66%,3.13%,5.01%,14.88%,15.64%,余红/张萌,1年又294天,10.20%,4年又134天/7年又108天
汇添富实业债债券C,000123,0.23亿元（2019-12-31）,1.71%,5.12%,5.59%,7.88%,13.21%,52.51%,蒋文玲/曾刚,3年又274天,13.23%,6年又37天/11年又107天
建信稳定鑫利债券C,003584,0.22亿元（2019-12-31）,0.96%,2.48%,2.48%,3.80%,14.03%,14.52%,李峰,200天,2.56%,2年又297天
建信稳定鑫利债券A,003583,24.43亿元（2019-12-31）,0.98%,2.56%,2.66%,4.17%,15.38%,15.95%,李峰,200天,2.75%,2年又297天
永赢添益债券,004230,42.98亿元（2019-12-31）,1.08%,3.16%,3.94%,6.32%,18.41%,18.52%,乔嘉麒,162天,4.03%,2年又286天
天弘优选债券,000606,97.95亿元（2019-12-31）,0.90%,2.57%,2.72%,4.80%,--,13.58%,柴文婷/刘洋,1年又87天,5.81%,2年又332天/2年又332天
交银裕通纯债债券A,519762,22.94亿元（2019-12-31）,0.77%,1.95%,2.55%,4.28%,15.94%,14.55%,季参平,135天,2.25%,225天
交银裕通纯债债券C,519763,0.03亿元（2019-12-31）,0.73%,1.61%,2.10%,3.59%,16.53%,14.54%,季参平,135天,1.80%,225天
汇添富实业债债券A,000122,1.17亿元（2019-12-31）,1.74%,5.22%,5.76%,8.27%,14.63%,57.04%,蒋文玲/曾刚,3年又274天,15.06%,6年又37天/11年又107天
中邮纯债聚利债券A,002274,7.56亿元（2019-12-31）,0.99%,2.78%,3.51%,5.27%,20.96%,22.13%,余红/张萌,1年又294天,10.60%,4年又134天/7年又108天
农银汇理金益债券,008030,5.00亿元（2019-11-14）,1.09%,2.75%,--,--,--,2.92%,郭振宇/许娅,89天,2.75%,1年又34天/6年又81天
中欧纯债债券(LOF)E,002592,0.98亿元（2019-12-31）,1.13%,2.53%,3.04%,6.08%,13.45%,11.41%,华李成/赵国英,94天,2.53%,1年又344天/1年又199天
景顺长城政策性金融债,003315,25.36亿元（2019-12-31）,0.78%,1.74%,2.76%,3.67%,12.33%,12.68%,成念良,3年又42天,12.68%,4年又88天
长盛盛康纯债债券C,003923,0.01亿元（2019-12-31）,1.06%,2.23%,2.91%,4.15%,10.31%,10.25%,李琪/蔡宾,103天,2.35%,4年又299天/10年又218天
泰信周期回报债券,290009,0.53亿元（2019-12-31）,0.81%,2.21%,2.63%,4.00%,11.42%,60.43%,何俊春,7年又135天,44.11%,13年又30天
中信保诚景泰债券C,006584,0.01亿元（2019-12-31）,0.89%,4.71%,5.15%,7.02%,--,7.78%,杨立春,52天,1.90%,4年又334天
东吴增利债券C,582202,0.02亿元（2019-12-31）,1.69%,6.86%,12.18%,12.68%,23.60%,66.32%,王文华,5年又130天,42.35%,5年又145天
长盛盛康纯债债券A,003922,2.06亿元（2019-12-31）,1.08%,2.26%,2.96%,4.81%,12.74%,12.69%,李琪/蔡宾,103天,2.37%,4年又299天/10年又218天
中信保诚景泰债券A,006583,0.60亿元（2019-12-31）,0.91%,4.83%,5.38%,7.44%,--,8.30%,杨立春,52天,1.96%,4年又334天
鹏华普天债券B,160608,11.17亿元（2019-12-31）,0.79%,1.88%,2.19%,4.90%,16.31%,108.45%,刘涛,1年又330天,12.25%,3年又285天
圆信永丰中高等级债,005922,0.41亿元（2019-12-31）,1.45%,2.74%,1.16%,4.00%,--,7.65%,余文龙,11天,0.81%,3年又138天
中银汇享债券,006853,1.27亿元（2019-12-31）,0.81%,2.53%,3.30%,--,--,3.31%,周毅,185天,3.31%,2年又25天
鹏扬淳开债券A,007408,2.00亿元（2019-11-06）,0.76%,1.60%,--,--,--,1.89%,王莹莹/陈钟闻,110天,1.69%,1年又196天/2年又210天
东吴增利债券A,582002,0.12亿元（2019-12-31）,1.67%,6.95%,12.40%,12.90%,24.32%,72.43%,王文华,5年又130天,45.79%,5年又145天
中加颐智纯债债券,006411,1.73亿元（2019-12-31）,0.83%,1.99%,2.66%,4.54%,--,6.06%,杨宇俊,3天,0.16%,3年又350天
中加优选中高等级债券C,007558,0.54亿元（2019-12-31）,1.75%,2.51%,--,--,--,2.51%,杨宇俊,93天,2.51%,3年又350天
泰康信用精选债券A,007417,5.32亿元（2019-12-31）,1.03%,2.24%,2.87%,--,--,2.86%,经惠云,185天,2.86%,4年又109天
鹏华丰鑫债券,007584,3.83亿元（2019-12-31）,1.21%,3.00%,--,--,--,3.94%,李振宇,169天,3.94%,3年又70天
申万菱信安泰惠利纯债A,005936,8.48亿元（2019-12-31）,0.69%,2.61%,3.03%,5.64%,--,9.94%,唐俊杰,24天,0.56%,7年又8天
中信保诚稳达A,006177,0.71亿元（2019-12-31）,0.92%,5.63%,6.11%,8.22%,--,10.17%,吴胤希,1年又189天,10.17%,3年又145天
南方泽元,006183,56.92亿元（2019-12-31）,0.89%,2.64%,3.22%,5.53%,--,8.92%,杜才超,136天,3.14%,3年又89天
鹏华普天债券A,160602,26.05亿元（2019-12-31）,0.84%,2.00%,2.38%,5.25%,17.35%,145.18%,刘涛,1年又330天,12.79%,3年又285天
鑫元合享纯债C,000814,0.02亿元（2019-12-31）,0.94%,2.40%,2.34%,3.19%,12.43%,25.50%,王海燕,190天,2.48%,1年又140天
建信睿怡纯债,002377,37.69亿元（2019-12-31）,0.77%,1.45%,1.50%,3.45%,13.30%,14.88%,闫晗,200天,1.60%,2年又125天
中融恒鑫纯债A,007560,31.15亿元（2019-12-31）,0.91%,2.53%,3.38%,--,--,3.54%,哈默/王玥,169天,3.32%,4年又168天/5年又251天
中融恒鑫纯债C,007561,0.00亿元（2019-12-31）,0.90%,2.46%,3.31%,--,--,3.44%,哈默/王玥,169天,3.24%,4年又168天/5年又251天
金鹰添盈纯债债券,003384,0.05亿元（2019-12-31）,0.75%,1.91%,2.47%,5.27%,17.43%,18.18%,黄倩倩,1年又240天,9.63%,2年又275天
博时富和纯债债券,004479,21.23亿元（2019-12-31）,0.98%,2.44%,3.05%,4.84%,--,14.08%,黄海峰,1年又4天,4.80%,4年又321天
金鹰鑫日享债券C,006975,3.77亿元（2019-12-31）,1.53%,3.56%,4.49%,--,--,6.26%,林暐/龙悦芳,255天,5.36%,255天/2年又181天
财通恒利纯债,007554,1.09亿元（2019-12-31）,0.84%,2.13%,1.41%,--,--,1.44%,林洪钧,187天,1.44%,5年又301天
南方润元纯债债券A/B,202108,3.18亿元（2019-12-31）,0.90%,2.04%,2.50%,4.97%,13.05%,38.94%,金凌志,2年又34天,13.24%,2年又223天
鹏华双债保利债券,000338,1.89亿元（2019-12-31）,3.08%,6.52%,6.88%,7.71%,24.98%,50.62%,王石千,31天,3.78%,1年又345天
创金合信尊丰纯债,003192,8.46亿元（2019-12-31）,0.96%,2.61%,3.05%,4.81%,16.11%,17.02%,郑振源,1年又148天,7.16%,4年又298天
景顺长城优信增利债券A,261002,0.05亿元（2019-12-31）,1.02%,1.64%,2.49%,3.06%,11.10%,49.40%,何江波,1年又21天,4.00%,1年又22天
万家双利债券,519190,0.55亿元（2019-12-31）,3.57%,5.07%,5.20%,6.62%,17.77%,34.82%,陈佳昀,142天,5.87%,2年又276天
西部利得汇盈债券C,675163,1.11亿元（2019-12-31）,0.99%,2.65%,3.02%,4.79%,--,8.93%,韩丽楠,316天,5.03%,4年又216天
中信保诚稳达C,006178,60.48亿元（2019-12-31）,0.91%,2.18%,2.63%,4.67%,--,6.53%,吴胤希,1年又189天,6.53%,3年又145天
中加瑞盈债券,002440,0.26亿元（2019-12-31）,1.41%,2.40%,2.10%,2.89%,14.06%,15.79%,杨宇俊,136天,2.41%,3年又350天
华夏鼎隆债券A,004061,13.29亿元（2019-12-31）,0.71%,2.24%,2.84%,4.77%,8.21%,8.36%,刘明宇,1年又43天,5.00%,2年又87天
海富通瑞丰债券型,519136,2.11亿元（2019-12-31）,1.03%,2.36%,2.92%,5.54%,13.61%,12.95%,夏妍妍,144天,2.98%,2年又62天
中加优选中高等级债券A,007557,1.62亿元（2019-12-31）,1.80%,2.61%,--,--,--,2.61%,杨宇俊,93天,2.61%,3年又350天
泰康信用精选债券C,007418,0.64亿元（2019-12-31）,1.00%,2.16%,2.71%,--,--,2.70%,经惠云,185天,2.70%,4年又109天
大成惠利纯债,003574,15.27亿元（2019-12-31）,0.84%,1.97%,2.51%,4.53%,14.81%,15.34%,方孝成,160天,2.38%,2年又120天
广发政策性金融债,006869,0.62亿元（2019-12-31）,0.82%,2.04%,2.72%,--,--,2.88%,代宇,206天,2.88%,8年又217天
景顺长城优信增利债券C,261102,0.03亿元（2019-12-31）,0.99%,1.53%,2.32%,2.69%,10.86%,46.27%,何江波,1年又21天,3.57%,1年又22天
申万菱信安泰惠利纯债C,005990,0.10亿元（2019-12-31）,0.68%,2.61%,3.04%,5.65%,--,9.92%,唐俊杰,24天,0.55%,7年又8天
永赢卓利债券,007373,11.07亿元（2019-12-31）,0.86%,1.94%,2.10%,--,--,2.96%,江凌/牟琼屿,101天,2.02%,101天/1年又351天
农银汇理金盈债券,007888,2.14亿元（2019-12-31）,1.09%,2.83%,--,--,--,3.75%,郭振宇,172天,3.75%,1年又34天
农银汇理金禄债券,006758,23.14亿元（2019-12-31）,1.06%,2.63%,3.44%,5.89%,--,6.64%,郭振宇/周宇,1年又34天,5.91%,1年又34天/1年又245天
鹏扬淳开债券C,007409,0.00亿元（2019-11-06）,0.73%,1.49%,--,--,--,1.75%,王莹莹/陈钟闻,110天,1.56%,1年又196天/2年又210天
中加颐合纯债债券,006180,91.23亿元（2019-12-31）,0.97%,2.15%,2.89%,4.88%,--,7.38%,李瑾懿/闫沛贤,121天,2.64%,121天/6年又139天
鑫元合丰纯债C,000910,0.01亿元（2019-12-31）,0.83%,2.19%,2.61%,4.92%,12.24%,24.48%,王海燕,190天,2.89%,1年又140天
西部利得汇盈债券A,675161,0.00亿元（2019-12-31）,0.99%,2.79%,3.18%,4.94%,--,9.22%,韩丽楠,316天,5.24%,4年又216天
博时聚源纯债债券,003188,28.25亿元（2019-12-31）,0.97%,2.45%,3.03%,4.87%,27.26%,27.47%,黄海峰,354天,4.83%,4年又321天
永赢通益债券C,006559,0.00亿元（2019-12-31）,1.04%,3.06%,3.99%,6.76%,--,8.30%,江凌,79天,2.82%,101天
博时裕瑞纯债债券,001578,3.54亿元（2019-12-31）,0.77%,2.73%,2.80%,4.48%,19.47%,25.12%,陈凯杨,362天,4.32%,7年又93天
鑫元合享纯债A,000815,4.12亿元（2019-12-31）,0.95%,2.43%,2.40%,3.31%,8.22%,19.41%,王海燕,190天,2.54%,1年又140天
华夏鼎隆债券C,004062,0.00亿元（2019-12-31）,0.70%,2.21%,2.48%,4.03%,4.74%,4.74%,刘明宇,1年又43天,4.25%,2年又87天
平安3-5年政策性金融债C,006935,0.00亿元（2019-12-31）,0.94%,2.53%,2.90%,4.19%,--,4.35%,田元强,11天,0.50%,1年又102天
鹏华0-5年利率发起式债券,008040,82.10亿元（2019-12-20）,0.76%,--,--,--,--,1.41%,李振宇,78天,1.41%,3年又70天
永赢丰利债券C,005508,0.00亿元（2019-12-31）,0.91%,2.20%,2.50%,4.49%,--,10.65%,章成,79天,2.04%,201天
鹏华丰康债券,004127,17.63亿元（2019-12-31）,1.21%,3.19%,4.62%,7.78%,--,21.38%,李振宇,1年又314天,15.69%,3年又70天
平安3-5年政策性金融债A,006934,38.50亿元（2019-12-31）,0.92%,2.53%,2.93%,4.23%,--,4.41%,田元强,11天,0.50%,1年又102天
永赢丰利债券A,005507,12.13亿元（2019-12-31）,0.93%,2.26%,2.62%,4.74%,--,11.15%,章成,79天,2.08%,201天
