基金名称,基金代码,基金规模,近1月,近3月,近6月,近1年,近3年,成立来,基金经理,任职时间,任期收益,总任职时间
嘉实中证金边国债ETF联接A,000087,0.04亿元（2019-12-31）,0.78%,1.86%,1.04%,0.98%,-1.33%,7.41%,王亚洲,126天,2.29%,4年又243天
易方达沪深300医药联接C,007883,0.57亿元（2019-12-31）,2.37%,10.24%,13.75%,--,--,20.99%,余海燕,200天,20.99%,8年又113天
易方达沪深300医药联接A,001344,1.89亿元（2019-12-31）,2.37%,10.27%,13.80%,27.05%,--,26.00%,余海燕,2年又106天,26.00%,8年又113天
华夏信用债ETF联接C,005582,0.02亿元（2019-12-31）,0.88%,1.81%,2.41%,4.74%,--,10.86%,刘明宇/祝灿,1年又282天,10.88%,2年又87天/3年又328天
华夏信用债ETF联接A,005581,0.22亿元（2019-12-31）,0.91%,1.88%,2.54%,5.01%,--,11.37%,刘明宇/祝灿,1年又282天,11.37%,2年又87天/3年又328天
添富中证国企一带一路ETF联接A,008907,17.26亿元（2020-03-05）,--,--,--,--,--,-0.01%,董瑾/吴振翔,2天,-0.01%,94天/10年又32天
添富中证国企一带一路ETF联接C,008908,0.57亿元（2020-03-05）,--,--,--,--,--,-0.01%,董瑾/吴振翔,2天,-0.01%,94天/10年又32天
华安中证细分医药ETF联接A,000373,0.34亿元（2019-12-31）,1.86%,12.93%,13.01%,20.36%,27.24%,53.70%,苏卿云,2年又132天,9.55%,3年又79天
华安中证细分医药ETF联接C,000376,0.33亿元（2019-12-31）,1.83%,12.84%,12.75%,19.86%,25.88%,50.30%,苏卿云,2年又132天,8.60%,3年又79天
大成深证成长40ETF联接,090012,1.40亿元（2019-12-31）,11.13%,28.48%,33.70%,37.01%,29.03%,21.80%,苏秉毅/张钟玉,3年又268天,29.99%,8年又29天/5年又9天
南方有色金属ETF联接A,004432,0.51亿元（2019-12-31）,8.43%,15.32%,9.53%,5.40%,--,-23.82%,崔蕾,239天,16.52%,1年又120天
易方达中证国企带路联接A,007788,4.03亿元（2020-01-21）,0.58%,--,--,--,--,0.59%,杨俊,46天,0.59%,2年又258天
易方达中证国企带路联接C,007789,0.01亿元（2020-01-21）,0.49%,--,--,--,--,0.50%,杨俊,46天,0.50%,2年又258天
南方有色金属ETF联接C,004433,0.71亿元（2019-12-31）,8.39%,15.18%,9.30%,4.95%,--,-24.58%,崔蕾,239天,16.21%,1年又120天
华夏饲料豆粕期货ETF联接A,007937,2.56亿元（2020-01-13）,0.80%,--,--,--,--,0.80%,荣膺,54天,0.80%,4年又123天
华夏饲料豆粕期货ETF联接C,007938,0.34亿元（2020-01-13）,0.77%,--,--,--,--,0.76%,荣膺,54天,0.76%,4年又123天
嘉实中创400ETF联接A,070030,1.15亿元（2019-12-31）,10.67%,22.66%,21.50%,17.76%,-12.44%,66.75%,李直/刘珈吟,343天,11.51%,2年又72天/3年又349天
嘉实中创400ETF联接C,005727,0.07亿元（2019-12-31）,10.62%,22.54%,21.23%,17.28%,--,1.13%,李直/刘珈吟,343天,11.06%,2年又72天/3年又349天
国泰中证钢铁ETF联接A,008189,0.12亿元（2020-01-20）,3.09%,--,--,--,--,3.09%,徐成城/梁杏,47天,3.09%,3年又33天/3年又273天
国泰中证钢铁ETF联接C,008190,0.03亿元（2020-01-20）,3.05%,--,--,--,--,3.05%,徐成城/梁杏,47天,3.05%,3年又33天/3年又273天
广发中证环保ETF联接C,002984,1.43亿元（2019-12-31）,9.54%,17.68%,16.08%,7.71%,-16.31%,-13.35%,霍华明,114天,22.36%,2年又322天
广发中证环保ETF联接A,001064,12.86亿元（2019-12-31）,9.55%,17.72%,16.18%,7.90%,-15.69%,-34.30%,霍华明,114天,22.44%,2年又322天
广发中证军工ETF联接C,005693,2.03亿元（2019-12-31）,12.84%,15.48%,2.73%,10.86%,--,20.64%,霍华明,114天,19.22%,2年又322天
广发中证军工ETF联接A,003017,1.28亿元（2019-12-31）,12.86%,15.55%,2.87%,11.03%,-15.61%,-13.74%,霍华明,114天,19.31%,2年又322天
富国中证科技50策略ETF联接A,008749,9.79亿元（2020-02-20）,--,--,--,--,--,-0.55%,王乐乐,16天,-0.55%,4年又211天
富国中证科技50策略ETF联接C,008750,2.08亿元（2020-02-20）,--,--,--,--,--,-0.57%,王乐乐,16天,-0.57%,4年又211天
富国央企创新驱动ETF联接C,007810,0.02亿元（2019-11-29）,14.08%,5.19%,--,--,--,5.19%,王乐乐,99天,5.19%,4年又211天
富国央企创新驱动ETF联接A,007809,2.71亿元（2019-11-29）,14.12%,5.29%,--,--,--,5.30%,王乐乐,99天,5.30%,4年又211天
华夏中证500ETF联接C,006382,3.01亿元（2019-12-31）,8.78%,14.08%,11.27%,8.03%,--,21.54%,荣膺,1年又170天,21.54%,4年又123天
大成有色金属期货ETF联接A,007910,0.93亿元（2019-12-31）,-2.21%,-6.41%,--,--,--,-6.21%,李绍,129天,-6.21%,135天
大成有色金属期货ETF联接C,007911,2.64亿元（2019-12-31）,-2.24%,-6.51%,--,--,--,-6.34%,李绍,129天,-6.34%,135天
景顺长城中证500ETF联接,001455,3.28亿元（2019-12-31）,8.48%,13.77%,10.75%,7.74%,-5.71%,-20.70%,曾理,236天,15.77%,1年又146天
博时上证自然资源ETF联接,050024,0.41亿元（2019-12-31）,4.75%,2.77%,-3.06%,-9.85%,-13.55%,-39.59%,王祥/万琼,3年又126天,-11.10%,3年又126天/4年又274天
中融中证500ETF联接A,007885,2.21亿元（2019-12-31）,6.68%,--,--,--,--,5.79%,赵菲,67天,5.79%,4年又299天
中融中证500ETF联接C,007886,0.78亿元（2019-12-31）,6.47%,--,--,--,--,5.54%,赵菲,67天,5.54%,4年又299天
嘉实新兴科技100ETF联接C,007816,0.35亿元（2019-11-01）,5.84%,22.80%,--,--,--,23.93%,高峰/金猛/李直,127天,23.93%,340天/1年又169天/2年又72天
方正富邦中证500ETF联接A,006656,0.55亿元（2019-12-31）,8.37%,13.95%,11.20%,--,--,9.44%,张超梁/吴昊,85天,12.47%,85天/1年又254天
方正富邦中证500ETF联接C,006657,0.51亿元（2019-12-31）,8.33%,13.74%,10.83%,--,--,8.77%,张超梁/吴昊,85天,12.26%,85天/1年又254天
嘉实新兴科技100ETF联接A,007815,2.95亿元（2019-11-01）,5.85%,22.85%,--,--,--,24.01%,高峰/金猛/李直,127天,24.01%,340天/1年又169天/2年又72天
广发京津冀ETF联接A,005803,0.14亿元（2019-12-31）,19.58%,15.23%,10.82%,-1.53%,--,-10.82%,霍华明,1年又323天,-10.82%,2年又322天
国联安上证商品ETF联接,257060,0.98亿元（2019-12-31）,7.04%,7.80%,4.96%,0.48%,-3.32%,-43.73%,黄欣,9年又99天,-43.73%,9年又328天
广发京津冀ETF联接C,005804,0.05亿元（2019-12-31）,19.54%,15.17%,10.71%,-1.74%,--,-11.17%,霍华明,1年又323天,-11.17%,2年又322天
工银中证500ETF联接C,007223,--亿元（--）,--,--,--,--,--,2.01%,刘伟琳/赵栩,18天,2.01%,5年又143天/8年又143天
国寿安保中证500ETF联接,001241,7.56亿元（2019-12-31）,8.61%,13.99%,10.85%,8.76%,-6.76%,-43.62%,李康,4年又284天,-43.62%,4年又354天
鹏华中证500ETF联接A,007932,1.83亿元（2020-01-15）,4.54%,--,--,--,--,4.40%,陈龙,52天,4.40%,3年又262天
鹏华中证500ETF联接C,008001,1.23亿元（2020-01-15）,4.51%,--,--,--,--,4.37%,陈龙,52天,4.37%,3年又262天
广发中证500ETF联接A,162711,17.12亿元（2019-12-31）,8.71%,13.89%,10.88%,7.39%,-8.41%,25.18%,刘杰,5年又342天,45.29%,5年又342天
工银中证500ETF联接A,164809,1.55亿元（2019-12-31）,8.18%,13.47%,10.56%,7.57%,-7.20%,38.44%,赵栩/刘伟琳,3年又170天,-5.67%,8年又143天/5年又143天
广发中证500ETF联接C,002903,26.87亿元（2019-12-31）,8.70%,13.84%,10.76%,7.17%,-9.09%,-0.04%,刘杰,3年又266天,-0.04%,5年又342天
平安500ETF联接A,006214,1.46亿元（2019-12-31）,8.38%,14.09%,11.19%,7.91%,--,21.35%,成钧,1年又184天,21.35%,2年又73天
易方达中证500ETF联接C,007029,3.59亿元（2019-12-31）,9.09%,15.33%,13.03%,--,--,14.25%,杨俊/余海燕,353天,14.25%,2年又258天/8年又113天
华泰柏瑞中证500ETF联接A,001214,1.79亿元（2019-12-31）,9.08%,14.99%,12.80%,11.18%,-2.73%,-36.57%,柳军,4年又300天,-36.57%,10年又279天
易方达中证500ETF联接A,007028,3.31亿元（2019-12-31）,9.10%,15.36%,13.09%,--,--,14.40%,杨俊/余海燕,353天,14.40%,2年又258天/8年又113天
平安500ETF联接C,006215,4.45亿元（2019-12-31）,8.36%,14.04%,11.11%,7.76%,--,21.16%,成钧,1年又184天,21.16%,2年又73天
嘉实中证500ETF联接C,070039,4.25亿元（2019-12-31）,8.43%,13.38%,10.27%,6.77%,--,21.52%,陈正宪/何如,1年又176天,21.52%,4年又63天/5年又304天
嘉实中证500ETF联接A,000008,20.80亿元（2019-12-31）,8.47%,13.49%,10.51%,7.14%,-8.62%,61.92%,陈正宪/何如,4年又63天,-10.60%,4年又63天/5年又304天
华夏中证500ETF联接A,001052,31.04亿元（2019-12-31）,8.73%,14.21%,11.21%,8.36%,-7.16%,-36.50%,荣膺,2年又349天,-7.57%,4年又123天
南方中证500ETF联接A,160119,92.98亿元（2019-12-31）,8.60%,14.16%,11.18%,7.84%,-7.95%,59.76%,罗文杰,6年又320天,77.96%,6年又321天
华泰柏瑞中证500ETF联接C,006087,2.84亿元（2019-12-31）,9.05%,14.91%,12.64%,11.85%,--,9.05%,柳军,1年又268天,9.05%,10年又279天
南方中证500ETF联接C,004348,21.15亿元（2019-12-31）,8.57%,14.05%,10.97%,7.42%,-8.60%,-8.02%,罗文杰,3年又13天,-8.02%,6年又321天
华安创业板50ETF联接A,160422,2.15亿元（2019-12-31）,6.78%,27.10%,32.31%,32.55%,--,8.99%,许之彦,1年又120天,63.31%,13年又129天
华安创业板50ETF联接C,160424,0.35亿元（2019-12-31）,6.76%,27.02%,32.12%,--,--,51.09%,许之彦,291天,51.09%,13年又129天
华夏创业板ETF联接C,006249,0.67亿元（2019-12-31）,8.15%,25.86%,27.44%,29.56%,--,47.88%,徐猛,1年又206天,47.88%,6年又335天
华夏创业板ETF联接A,006248,0.73亿元（2019-12-31）,8.17%,25.94%,27.63%,29.94%,--,48.56%,徐猛,1年又206天,48.56%,6年又335天
广发中证全指可选消费联接C,002977,0.35亿元（2019-12-31）,7.27%,10.95%,10.54%,9.88%,-7.42%,-1.22%,陆志明,3年又245天,-1.22%,8年又280天
南方上证380ETF联接A,202025,1.82亿元（2019-12-31）,7.91%,10.78%,8.41%,9.35%,-2.21%,49.67%,孙伟,239天,14.75%,4年又291天
广发中证全指可选消费联接A,001133,2.88亿元（2019-12-31）,7.29%,11.01%,10.63%,10.04%,-6.84%,-21.95%,陆志明,4年又328天,-21.95%,8年又280天
南方上证380ETF联接C,007571,0.01亿元（2019-12-31）,7.87%,10.68%,8.20%,--,--,13.49%,孙伟,239天,13.49%,4年又291天
博时中证500ETF联接C,008397,0.19亿元（2019-12-30）,8.42%,--,--,--,--,6.20%,万琼,68天,6.20%,4年又274天
国泰中证煤炭ETF联接A,008279,0.12亿元（2020-01-16）,1.49%,--,--,--,--,1.47%,徐成城/梁杏,51天,1.47%,3年又33天/3年又273天
工银创业板ETF联接C,005391,1.73亿元（2019-12-31）,8.12%,25.31%,27.54%,27.32%,--,18.34%,赵栩,1年又352天,18.34%,8年又143天
国泰中证煤炭ETF联接C,008280,0.02亿元（2020-01-16）,1.46%,--,--,--,--,1.43%,徐成城/梁杏,51天,1.43%,3年又33天/3年又273天
工银创业板ETF联接A,005390,0.38亿元（2019-12-31）,8.14%,25.43%,27.80%,27.94%,--,19.79%,赵栩,1年又352天,19.79%,8年又143天
博时中证500ETF联接A,008396,0.19亿元（2019-12-30）,8.44%,--,--,--,--,6.25%,万琼,68天,6.25%,4年又274天
广发中小板300联接,270026,2.01亿元（2019-12-31）,8.65%,19.24%,19.46%,16.98%,1.48%,22.53%,霍华明,114天,20.45%,2年又322天
广发创业板ETF联接C,003766,6.14亿元（2019-12-31）,7.65%,23.61%,25.29%,26.08%,--,19.85%,刘杰,2年又287天,19.85%,5年又342天
易方达创业板ETF联接A,110026,42.31亿元（2019-12-31）,8.03%,24.40%,26.73%,26.89%,10.41%,122.12%,刘树荣/成曦,2年又233天,28.54%,2年又233天/3年又305天
南方创业板ETF联接A,002656,9.44亿元（2019-12-31）,8.53%,25.79%,28.27%,28.94%,14.81%,6.58%,孙伟,3年又292天,6.58%,4年又291天
广发全指工业ETF联接A,004593,0.10亿元（2019-12-31）,10.06%,11.95%,6.20%,0.64%,--,-15.57%,陆志明,2年又268天,-15.57%,8年又280天
建信创业板ETF联接A,005873,0.22亿元（2019-12-31）,8.25%,25.08%,27.29%,27.76%,--,34.51%,龚佳佳,103天,29.70%,1年又14天
建信创业板ETF联接C,005874,0.10亿元（2019-12-31）,8.21%,24.95%,27.09%,27.67%,--,34.26%,龚佳佳,103天,29.56%,1年又14天
广发全指工业ETF联接C,005692,0.00亿元（2019-12-31）,10.03%,11.89%,6.09%,0.45%,--,-6.77%,陆志明,2年又23天,-6.77%,8年又280天
天弘创业板ETF联接基金C,001593,15.18亿元（2019-12-31）,8.10%,25.25%,27.30%,27.89%,10.50%,-14.43%,杨超/张子法,116天,29.14%,5年又4天/2年又325天
易方达创业板ETF联接C,004744,9.46亿元（2019-12-31）,8.01%,24.32%,26.53%,26.42%,--,21.99%,刘树荣/成曦,2年又233天,27.72%,2年又233天/3年又305天
南方创业板ETF联接C,004343,2.38亿元（2019-12-31）,8.49%,25.66%,28.00%,28.41%,15.79%,18.02%,孙伟,3年又13天,18.02%,4年又291天
广发创业板ETF联接A,003765,2.89亿元（2019-12-31）,7.67%,23.67%,25.43%,26.19%,--,19.82%,刘杰,2年又287天,19.82%,5年又342天
博时创业板ETF联接A,050021,0.72亿元（2019-12-31）,8.34%,25.06%,27.22%,28.03%,40.83%,78.67%,尹浩,148天,28.96%,148天
博时创业板ETF联接C,006733,0.20亿元（2019-12-31）,8.33%,25.05%,27.21%,27.99%,--,64.49%,尹浩,148天,28.95%,148天
天弘创业板ETF联接基金A,001592,10.01亿元（2019-12-31）,8.12%,25.32%,27.42%,28.16%,11.25%,-13.29%,杨超/张子法,116天,29.21%,5年又4天/2年又325天
南方中证500信息技术联接C,004347,4.00亿元（2019-12-31）,10.90%,24.92%,25.94%,45.42%,33.60%,37.85%,孙伟,3年又13天,37.85%,4年又291天
南方中证500信息技术联接A,002900,3.51亿元（2019-12-31）,10.94%,25.04%,26.19%,46.00%,34.88%,29.90%,孙伟,3年又203天,29.90%,4年又291天
华宝科技ETF联接C,007874,2.91亿元（2019-12-31）,8.09%,24.77%,29.66%,--,--,33.72%,徐林明/胡洁,77天,24.47%,10年又162天/7年又144天
华宝科技ETF联接A,007873,7.17亿元（2019-12-31）,8.12%,24.89%,29.90%,--,--,33.98%,徐林明/胡洁,77天,24.56%,10年又162天/7年又144天
招商深证TMT50ETF联接A,217019,3.15亿元（2019-12-31）,8.85%,24.86%,28.58%,31.64%,28.16%,79.04%,苏燕青,65天,15.35%,3年又54天
招商深证TMT50ETF联接C,004409,0.08亿元（2019-12-31）,8.82%,24.74%,28.33%,31.11%,18.25%,18.25%,苏燕青,65天,15.28%,3年又54天
华夏中小板ETF联接A,006246,0.36亿元（2019-12-31）,7.33%,18.70%,20.48%,18.44%,--,35.08%,徐猛,1年又179天,35.08%,6年又335天
申万菱信中证研发创新100ETF联接C,007984,5.78亿元（2019-11-21）,7.07%,18.27%,--,--,--,18.29%,龚丽丽,99天,18.28%,4年又141天
申万菱信中证研发创新100ETF联接A,007983,5.78亿元（2019-11-21）,7.10%,18.36%,--,--,--,18.40%,龚丽丽,99天,18.39%,4年又141天
华夏中小板ETF联接C,006247,0.29亿元（2019-12-31）,7.29%,18.56%,20.22%,17.95%,--,34.31%,徐猛,1年又179天,34.31%,6年又335天
华安中证500低波ETF联接C,006130,0.21亿元（2019-12-31）,6.51%,8.82%,4.86%,-1.49%,--,15.50%,苏卿云,1年又52天,15.50%,3年又79天
华安中证500低波ETF联接A,006129,0.11亿元（2019-12-31）,6.54%,8.94%,5.11%,-0.97%,--,16.48%,苏卿云,1年又52天,16.48%,3年又79天
鹏华深证民营ETF联接,206010,0.48亿元（2019-12-31）,8.93%,20.16%,23.87%,26.07%,17.11%,44.49%,罗捷,108天,19.97%,2年又36天
南方大盘红利50ETF联接A,008163,9.80亿元（2020-01-21）,1.63%,--,--,--,--,1.63%,崔蕾,46天,1.63%,1年又120天
南方大盘红利50ETF联接C,008164,0.76亿元（2020-01-21）,1.58%,--,--,--,--,1.58%,崔蕾,46天,1.58%,1年又120天
招商上证消费80ETF联接A,217017,1.16亿元（2019-12-31）,4.51%,9.01%,9.13%,24.27%,41.96%,82.85%,苏燕青,2年又217天,33.27%,3年又54天
招商上证消费80ETF联接C,004407,0.06亿元（2019-12-31）,4.47%,8.90%,8.90%,23.77%,28.43%,28.43%,苏燕青,2年又217天,28.43%,3年又54天
大成MSCI价值100ETF联接A,007782,1.87亿元（2019-12-31）,5.79%,6.10%,--,--,--,5.77%,黎新平/张钟玉,163天,5.77%,3年又169天/5年又9天
大成MSCI价值100ETF联接C,007783,0.31亿元（2019-12-31）,5.78%,6.07%,--,--,--,5.72%,黎新平/张钟玉,163天,5.72%,3年又169天/5年又9天
天弘中证电子ETF联接C,001618,5.35亿元（2019-12-31）,10.98%,28.57%,35.49%,47.41%,46.69%,30.00%,杨超/张子法,5天,-1.81%,5年又4天/2年又325天
天弘中证电子ETF联接A,001617,2.01亿元（2019-12-31）,10.99%,28.63%,35.62%,47.70%,47.69%,31.47%,杨超/张子法,5天,-1.81%,5年又4天/2年又325天
华夏战略新兴成指ETF联接A,006909,1.84亿元（2019-12-31）,6.33%,22.97%,26.96%,--,--,44.06%,徐猛,276天,44.06%,6年又335天
浙商中证50ETF联接,007431,2.20亿元（2019-12-31）,10.26%,14.48%,11.84%,--,--,12.00%,马斌博,220天,12.00%,2年又71天
国泰中证全指通信设备ETF联接C,007818,0.21亿元（2019-12-31）,18.03%,22.77%,19.57%,--,--,19.92%,艾小军,186天,19.92%,6年又55天
华夏战略新兴成指ETF联接C,006910,0.59亿元（2019-12-31）,6.29%,22.88%,26.76%,--,--,43.73%,徐猛,276天,43.73%,6年又335天
国泰中证全指通信设备ETF联接A,007817,0.26亿元（2019-12-31）,18.05%,22.85%,19.85%,--,--,20.21%,艾小军,186天,20.21%,6年又55天
景顺中证TMT150ETF联接,001361,3.28亿元（2019-12-31）,9.29%,24.08%,25.62%,25.85%,20.07%,-29.40%,曾理,108天,26.07%,1年又146天
鹏华上证民企50ETF联接,206005,0.75亿元（2019-12-31）,6.50%,14.35%,14.28%,18.82%,24.09%,70.50%,张羽翔,108天,13.52%,4年又173天
南方深证成份ETF联接A,202017,2.62亿元（2019-12-31）,8.75%,16.26%,16.90%,19.72%,13.24%,-2.82%,孙伟,3年又103天,8.54%,4年又291天
南方深证成份ETF联接C,004345,0.08亿元（2019-12-31）,8.73%,16.15%,16.68%,19.26%,12.06%,13.01%,孙伟,3年又13天,13.01%,4年又291天
广发信息技术联接C,002974,3.68亿元（2019-12-31）,10.37%,24.62%,24.35%,30.48%,21.42%,11.50%,霍华明/陆志明,2年又322天,26.50%,2年又322天/8年又280天
广发信息技术联接A,000942,3.28亿元（2019-12-31）,10.38%,24.70%,24.52%,30.78%,22.12%,28.53%,霍华明/陆志明,2年又322天,27.22%,2年又322天/8年又280天
华夏创成长ETF联接A,007474,0.37亿元（2019-12-31）,10.80%,21.80%,26.21%,--,--,39.41%,荣膺,255天,39.41%,4年又123天
华夏创成长ETF联接C,007475,0.19亿元（2019-12-31）,10.76%,21.68%,25.96%,--,--,39.03%,荣膺,255天,39.03%,4年又123天
华夏中证银行ETF联接A,008298,0.11亿元（2019-12-06）,-2.13%,-3.01%,--,--,--,-3.01%,李俊,92天,-3.01%,2年又87天
国泰CES半导体行业ETF联接A,008281,0.14亿元（2019-11-22）,9.01%,34.90%,--,--,--,37.38%,梁杏,106天,37.38%,3年又273天
华夏中证银行ETF联接C,008299,0.00亿元（2019-12-06）,-2.16%,-3.08%,--,--,--,-3.08%,李俊,92天,-3.08%,2年又87天
国泰CES半导体行业ETF联接C,008282,0.09亿元（2019-11-22）,8.98%,34.80%,--,--,--,37.27%,梁杏,106天,37.27%,3年又273天
华夏创蓝筹ETF联接A,007472,2.12亿元（2019-12-31）,5.07%,22.28%,25.56%,--,--,36.86%,荣膺,255天,36.86%,4年又123天
华夏创蓝筹ETF联接C,007473,0.71亿元（2019-12-31）,5.03%,22.16%,25.31%,--,--,36.48%,荣膺,255天,36.48%,4年又123天
华夏中证5G通信主题ETF联接A,008086,27.17亿元（2019-12-10）,10.90%,--,--,--,--,21.58%,李俊,88天,21.58%,2年又87天
华夏中证5G通信主题ETF联接C,008087,1.67亿元（2019-12-10）,10.87%,--,--,--,--,21.50%,李俊,88天,21.50%,2年又87天
银华中证央企结构调整ETF联接,006119,0.52亿元（2019-12-31）,8.48%,4.72%,-2.13%,-4.64%,--,-0.22%,周大鹏,1年又113天,-0.22%,8年又165天
博时央调ETF联接A,006438,2.79亿元（2019-12-31）,8.43%,4.59%,-2.15%,-6.52%,--,5.57%,赵云阳,1年又114天,5.57%,7年又116天
博时央调ETF联接C,006439,0.52亿元（2019-12-31）,8.40%,4.49%,-2.34%,-6.75%,--,5.20%,赵云阳,1年又114天,5.20%,7年又116天
华夏中证央企ETF联接C,006197,0.64亿元（2019-12-31）,8.34%,4.54%,-2.07%,-6.62%,--,5.89%,庞亚平/荣膺,1年又114天,5.89%,1年又140天/4年又123天
华夏中证央企ETF联接A,006196,2.44亿元（2019-12-31）,8.36%,4.61%,-1.93%,-6.34%,--,6.30%,庞亚平/荣膺,1年又114天,6.30%,1年又140天/4年又123天
汇添富深证300ETF联接,470068,0.89亿元（2019-12-31）,8.33%,15.40%,16.22%,20.46%,16.79%,57.10%,过蓓蓓/赖中立,4年又203天,-2.11%,4年又218天/7年又128天
富国上证综指ETF联接,100053,1.05亿元（2019-12-31）,7.14%,6.79%,4.76%,8.72%,9.35%,32.10%,方旻/王保合,4年又151天,12.33%,5年又110天/9年又7天
广发中证传媒ETF联接C,004753,3.41亿元（2019-12-31）,1.61%,16.72%,15.40%,4.14%,--,-9.10%,罗国庆,2年又65天,-9.10%,4年又147天
海富通上证非周期ETF联接,519032,0.15亿元（2019-12-31）,6.44%,7.16%,4.18%,11.38%,15.32%,27.20%,江勇,1年又219天,13.07%,1年又241天
华夏四川国改ETF联接C,006561,0.06亿元（2019-12-31）,12.22%,3.59%,-3.73%,-0.87%,--,-0.24%,庞亚平,1年又45天,-0.24%,1年又140天
广发中证传媒ETF联接A,004752,6.28亿元（2019-12-31）,1.61%,16.75%,15.36%,3.90%,--,-9.37%,罗国庆,2年又65天,-9.37%,4年又147天
华夏四川国改ETF联接A,006560,0.04亿元（2019-12-31）,12.23%,3.67%,-3.59%,-0.59%,--,0.10%,庞亚平,1年又45天,0.10%,1年又140天
汇添富中证上海国企ETF联接,003194,6.06亿元（2019-12-31）,5.01%,-1.98%,-8.54%,-5.91%,-10.53%,-11.19%,董瑾,67天,-5.54%,94天
华泰柏瑞上证中小盘ETF联接,460220,0.67亿元（2019-12-31）,8.05%,8.84%,7.22%,6.59%,7.90%,15.07%,李茜,23天,5.33%,123天
易方达中证800ETF联接C,007857,0.25亿元（2019-12-31）,7.21%,9.55%,--,--,--,9.51%,刘树荣/林伟斌,138天,9.51%,2年又233天/5年又310天
易方达中证800ETF联接A,007856,0.73亿元（2019-12-31）,7.22%,9.58%,--,--,--,9.56%,刘树荣/林伟斌,138天,9.56%,2年又233天/5年又310天
华安MSCI中国A股联接C,005748,0.06亿元（2019-12-31）,5.75%,7.31%,5.44%,7.28%,--,24.85%,苏卿云,1年又135天,24.85%,3年又79天
中融央视财经50ETF联接C,006744,0.15亿元（2019-12-31）,2.95%,5.76%,8.65%,--,--,14.63%,陈薪羽/赵菲,219天,13.66%,219天/4年又299天
中融央视财经50ETF联接A,006743,0.49亿元（2019-12-31）,2.98%,5.86%,8.88%,--,--,15.36%,陈薪羽/赵菲,219天,13.98%,219天/4年又299天
华安MSCI中国A股联接A,005747,0.08亿元（2019-12-31）,5.79%,7.43%,5.71%,7.84%,--,25.85%,苏卿云,1年又135天,25.85%,3年又79天
华安上证龙头ETF联接,040190,0.76亿元（2019-12-31）,7.04%,8.24%,5.21%,2.58%,6.54%,35.30%,苏卿云,2年又52天,-6.43%,3年又79天
建信MSCI联接A,005829,1.12亿元（2019-12-31）,6.00%,7.20%,5.92%,10.72%,--,24.79%,梁洪昀,1年又296天,24.79%,10年又125天
